Unix,Date,Symbol,Open,High,Low,Close,Volume ICP,Volume EUR,tradecount
1714435200000,2024-04-30,ICPEUR,12.524,12.675,11.586,12.075,6747.78,81116.9894,385
1714348800000,2024-04-29,ICPEUR,12.752,12.957,12.256,12.566,5669.91,71013.84739,357
1714262400000,2024-04-28,ICPEUR,12.515,13.204,12.515,12.616,4742.15,60700.2712,283
1714176000000,2024-04-27,ICPEUR,12.305,12.684,11.788,12.46,3860.5,46760.11815,262
1714089600000,2024-04-26,ICPEUR,12.776,12.907,12.183,12.226,3618.11,45371.241,236
1714003200000,2024-04-25,ICPEUR,12.864,13.172,12.47,12.811,4022.0,51578.34728,304
1713916800000,2024-04-24,ICPEUR,13.563,13.957,12.697,12.784,10117.72,134621.40899,523
1713830400000,2024-04-23,ICPEUR,14.203,14.328,13.5,13.564,5267.95,72617.76033,328
1713744000000,2024-04-22,ICPEUR,14.301,14.689,13.889,14.178,6449.7,92248.32249,454
1713657600000,2024-04-21,ICPEUR,14.582,15.438,13.992,14.28,5307.99,77330.64651,521
1713571200000,2024-04-20,ICPEUR,13.254,15.0,13.049,14.558,11745.38,165315.82757,766
1713484800000,2024-04-19,ICPEUR,11.994,13.58,11.136,13.049,9886.47,123522.64006,741
1713398400000,2024-04-18,ICPEUR,11.144,12.096,10.856,12.014,4637.03,53391.69243,365
1713312000000,2024-04-17,ICPEUR,11.503,11.754,10.715,11.156,3948.67,44481.65902,309
1713225600000,2024-04-16,ICPEUR,11.574,11.848,10.903,11.566,5704.2,64884.72671,442
1713139200000,2024-04-15,ICPEUR,12.08,12.935,11.23,11.6,8210.93,100895.79111,524
1713052800000,2024-04-14,ICPEUR,11.724,12.423,11.055,12.142,15940.72,188263.89661,781
1712966400000,2024-04-13,ICPEUR,13.111,13.111,10.285,11.77,37725.28,438195.41053,2831
1712880000000,2024-04-12,ICPEUR,14.521,14.707,11.781,13.159,15560.85,196829.86196,858
1712793600000,2024-04-11,ICPEUR,14.736,15.2,14.339,14.485,6980.16,103012.40994,547
1712707200000,2024-04-10,ICPEUR,14.85,14.929,13.8,14.734,7264.7,104862.13074,458
1712620800000,2024-04-09,ICPEUR,16.257,16.257,14.755,14.755,4395.0,68285.37824,405
1712534400000,2024-04-08,ICPEUR,15.77,16.659,15.535,16.338,3737.71,61032.30169,353
1712448000000,2024-04-07,ICPEUR,15.719,16.177,15.628,15.738,1543.64,24645.01267,193
1712361600000,2024-04-06,ICPEUR,15.563,15.916,15.47,15.76,2174.25,34186.65282,182
1712275200000,2024-04-05,ICPEUR,16.457,16.617,15.276,15.649,5046.46,79516.82296,392
1712188800000,2024-04-04,ICPEUR,16.526,17.998,16.168,16.48,7905.67,132874.16212,505
1712102400000,2024-04-03,ICPEUR,16.636,17.77,16.155,16.464,10500.29,178219.97111,756
1712016000000,2024-04-02,ICPEUR,16.801,17.334,15.42,16.673,15669.3,256620.74018,1151
1711929600000,2024-04-01,ICPEUR,17.422,17.893,16.1,16.829,17549.93,298263.9284,1129
1711843200000,2024-03-31,ICPEUR,16.557,17.639,16.292,17.457,10875.77,186141.09682,608
1711756800000,2024-03-30,ICPEUR,15.993,17.259,15.993,16.533,10287.94,172515.92333,674
1711670400000,2024-03-29,ICPEUR,16.705,17.364,15.781,15.995,7096.48,116606.99907,538
1711584000000,2024-03-28,ICPEUR,17.138,17.385,16.071,16.719,13433.7,223105.22959,883
1711497600000,2024-03-27,ICPEUR,17.705,19.386,16.784,16.982,39692.79,717672.32444,2205
1711411200000,2024-03-26,ICPEUR,16.209,18.97,15.937,17.657,38553.52,683727.26392,2249
1711324800000,2024-03-25,ICPEUR,14.023,16.483,13.958,16.259,37613.78,583029.32526,2435
1711238400000,2024-03-24,ICPEUR,12.516,14.168,12.516,14.05,32378.84,432031.02453,1383
1711152000000,2024-03-23,ICPEUR,12.14,12.834,11.885,12.485,5044.13,63046.96808,286
1711065600000,2024-03-22,ICPEUR,11.784,12.897,11.545,12.365,14340.99,175185.02904,730
1710979200000,2024-03-21,ICPEUR,10.917,12.028,10.68,11.797,16857.87,193177.04369,915
1710892800000,2024-03-20,ICPEUR,10.086,10.962,9.737,10.926,5982.24,62435.15187,364
1710806400000,2024-03-19,ICPEUR,11.417,11.577,9.86,10.144,15381.67,162961.26718,829
1710720000000,2024-03-18,ICPEUR,11.539,11.748,10.841,11.39,7142.24,81474.77424,447
1710633600000,2024-03-17,ICPEUR,11.381,11.746,10.647,11.577,6591.07,74802.48164,330
1710547200000,2024-03-16,ICPEUR,11.837,12.181,10.953,11.213,7486.84,86452.72161,434
1710460800000,2024-03-15,ICPEUR,12.854,12.943,11.0,11.826,18650.69,222577.20723,1319
1710374400000,2024-03-14,ICPEUR,13.22,13.402,12.0,12.781,11174.98,142639.08737,736
1710288000000,2024-03-13,ICPEUR,13.484,13.615,12.852,13.294,8612.2,114670.80615,672
1710201600000,2024-03-12,ICPEUR,13.646,13.817,12.528,13.498,23617.95,309073.52539,1709
1710115200000,2024-03-11,ICPEUR,12.927,13.957,12.282,13.587,24562.49,324028.00165,2205
1710028800000,2024-03-10,ICPEUR,13.519,13.562,12.545,12.939,14759.47,193694.00575,1266
1709942400000,2024-03-09,ICPEUR,13.417,14.025,13.281,13.519,13124.82,180189.21015,1161
1709856000000,2024-03-08,ICPEUR,13.732,13.868,12.799,13.419,10312.62,136999.3907,844
1709769600000,2024-03-07,ICPEUR,14.137,14.517,13.21,13.683,13377.12,183537.3352,869
1709683200000,2024-03-06,ICPEUR,12.997,14.357,12.63,14.112,31867.26,427232.88192,1986
1709596800000,2024-03-05,ICPEUR,12.387,15.6,10.491,12.963,77031.72,1064605.67645,5125
1709510400000,2024-03-04,ICPEUR,12.1,12.667,11.8,12.267,19094.12,234241.16787,952
1709424000000,2024-03-03,ICPEUR,12.279,12.821,11.782,12.124,11808.14,145499.96251,785
1709337600000,2024-03-02,ICPEUR,11.969,12.78,11.804,12.263,12711.96,154386.62719,784
1709251200000,2024-03-01,ICPEUR,11.795,12.031,11.641,11.969,4761.58,56388.01245,367
1709164800000,2024-02-29,ICPEUR,11.673,12.293,11.373,11.691,11363.46,136470.20332,853
1709078400000,2024-02-28,ICPEUR,12.115,12.467,10.0,11.577,14396.56,167241.26487,999
1708992000000,2024-02-27,ICPEUR,11.907,12.176,11.703,12.02,5166.17,61876.1116,364
1708905600000,2024-02-26,ICPEUR,11.549,11.963,11.18,11.873,5978.77,69509.15169,405
1708819200000,2024-02-25,ICPEUR,11.538,11.643,11.399,11.501,1961.62,22589.09352,145
1708732800000,2024-02-24,ICPEUR,11.401,11.69,11.135,11.572,2999.59,34441.83246,207
1708646400000,2024-02-23,ICPEUR,11.81,11.927,11.161,11.482,8907.85,102747.30399,390
1708560000000,2024-02-22,ICPEUR,12.117,12.237,11.724,11.829,23324.76,279402.75667,1364
1708473600000,2024-02-21,ICPEUR,12.754,12.754,11.7,12.197,6937.54,83101.17617,473
1708387200000,2024-02-20,ICPEUR,13.572,13.63,12.167,12.73,8261.31,106302.13192,524
1708300800000,2024-02-19,ICPEUR,12.661,13.792,12.525,13.522,16390.18,217419.3021,1299
1708214400000,2024-02-18,ICPEUR,12.26,13.0,12.251,12.672,14677.58,184806.31218,986
1708128000000,2024-02-17,ICPEUR,12.176,12.496,11.798,12.25,10412.38,126569.78239,675
1708041600000,2024-02-16,ICPEUR,12.564,12.7,11.984,12.195,10911.82,135040.83515,743
1707955200000,2024-02-15,ICPEUR,12.687,13.1,12.196,12.51,16527.83,208808.24199,1106
1707868800000,2024-02-14,ICPEUR,12.014,13.032,12.014,12.687,13572.1,172540.1154,779
1707782400000,2024-02-13,ICPEUR,12.312,12.447,11.836,12.028,6699.76,81270.73194,368
1707696000000,2024-02-12,ICPEUR,11.999,12.502,11.684,12.312,6999.17,85209.76822,438
1707609600000,2024-02-11,ICPEUR,12.184,12.528,11.886,11.987,4884.69,59594.73285,358
1707523200000,2024-02-10,ICPEUR,11.929,12.5,11.682,12.136,9317.21,113785.35394,752
1707436800000,2024-02-09,ICPEUR,11.345,12.075,11.324,11.914,6500.41,76511.79053,459
1707350400000,2024-02-08,ICPEUR,11.471,11.714,11.211,11.336,7065.15,80949.62581,455
1707264000000,2024-02-07,ICPEUR,11.265,11.502,10.948,11.375,5341.28,59966.61305,426
1707177600000,2024-02-06,ICPEUR,11.445,11.551,11.08,11.294,4405.64,49775.06911,327
1707091200000,2024-02-05,ICPEUR,11.828,12.066,11.251,11.412,5315.4,61944.65125,397
1707004800000,2024-02-04,ICPEUR,11.814,12.259,11.577,11.827,4905.7,58301.20318,377
1706918400000,2024-02-03,ICPEUR,11.823,12.66,11.633,11.817,10024.28,122203.20856,790
1706832000000,2024-02-02,ICPEUR,10.827,11.98,10.822,11.748,9769.0,112563.5489,767
1706745600000,2024-02-01,ICPEUR,10.757,10.931,10.418,10.737,4982.87,53487.62852,358
1706659200000,2024-01-31,ICPEUR,10.8,11.042,10.452,10.635,4596.44,49207.86002,323
1706572800000,2024-01-30,ICPEUR,11.474,11.65,10.781,10.835,4725.62,52938.62477,354
1706486400000,2024-01-29,ICPEUR,11.33,11.704,11.156,11.633,4983.32,57039.25918,299
1706400000000,2024-01-28,ICPEUR,11.895,11.962,11.259,11.388,5684.29,66510.39918,395
1706313600000,2024-01-27,ICPEUR,11.24,12.0,11.201,11.712,7407.62,85887.79475,515
1706227200000,2024-01-26,ICPEUR,10.128,11.55,10.128,11.172,6106.61,66614.89939,397
1706140800000,2024-01-25,ICPEUR,10.551,11.199,10.167,10.251,5471.89,58170.13163,350
1706054400000,2024-01-24,ICPEUR,9.689,10.739,9.548,10.605,8585.7,87130.6209,488
1705968000000,2024-01-23,ICPEUR,9.704,9.855,8.797,9.608,17622.14,165645.41545,571
1705881600000,2024-01-22,ICPEUR,10.268,10.405,9.516,9.693,6886.58,68818.78418,343
1705795200000,2024-01-21,ICPEUR,10.461,10.646,10.162,10.162,1949.21,20269.31573,107
1705708800000,2024-01-20,ICPEUR,10.247,10.724,10.1,10.48,4808.66,49787.70382,252
1705622400000,2024-01-19,ICPEUR,10.463,10.508,9.65,10.344,13492.08,136252.07906,499
1705536000000,2024-01-18,ICPEUR,11.144,11.429,10.422,10.619,5681.05,61868.53621,315
1705449600000,2024-01-17,ICPEUR,11.69,11.725,11.104,11.145,3863.13,43720.46175,207
1705363200000,2024-01-16,ICPEUR,11.761,12.019,11.322,11.684,7880.28,91667.9247,461
1705276800000,2024-01-15,ICPEUR,11.51,12.191,11.501,11.864,5092.04,60491.24854,367
1705190400000,2024-01-14,ICPEUR,11.883,13.006,11.553,11.553,8113.5,99841.39894,592
1705104000000,2024-01-13,ICPEUR,11.2,12.713,10.876,11.798,6852.88,81259.8121,454
1705017600000,2024-01-12,ICPEUR,11.826,11.938,10.85,11.211,47214.92,541680.38176,2306
1704931200000,2024-01-11,ICPEUR,12.605,12.618,11.582,11.908,12523.13,150977.70654,644
1704844800000,2024-01-10,ICPEUR,11.694,12.996,11.073,12.725,8720.05,104491.31782,660
1704758400000,2024-01-09,ICPEUR,12.41,12.759,11.179,11.717,15203.57,181235.35822,930
1704672000000,2024-01-08,ICPEUR,10.17,12.662,9.5,12.451,25186.62,282707.48254,1420
1704585600000,2024-01-07,ICPEUR,11.041,11.679,10.172,10.303,6941.86,75377.98821,443
1704499200000,2024-01-06,ICPEUR,12.172,12.172,10.8,11.038,6423.89,71968.46043,454
1704412800000,2024-01-05,ICPEUR,12.843,13.298,11.58,12.131,18173.79,222660.86559,1073
1704326400000,2024-01-04,ICPEUR,13.258,13.982,12.458,12.695,25520.25,333510.28341,1438
1704240000000,2024-01-03,ICPEUR,12.762,14.879,11.2,13.242,63720.75,852059.60258,3476
1704153600000,2024-01-02,ICPEUR,11.7,13.948,11.245,12.733,43046.23,549762.06783,2007
1704067200000,2024-01-01,ICPEUR,12.064,12.695,11.572,11.767,19562.47,236777.76157,1011
1703980800000,2023-12-31,ICPEUR,11.03,13.843,10.878,12.051,75227.69,937182.48852,3333
1703894400000,2023-12-30,ICPEUR,8.551,11.456,8.551,11.083,46298.0,462128.14879,1835
1703808000000,2023-12-29,ICPEUR,8.83,8.91,8.265,8.418,8326.63,71212.16777,376
1703721600000,2023-12-28,ICPEUR,8.276,9.456,8.276,8.83,24398.83,219146.95104,1065
1703635200000,2023-12-27,ICPEUR,8.376,8.418,7.968,8.304,12507.36,101992.05368,412
1703548800000,2023-12-26,ICPEUR,8.657,8.856,7.856,8.401,25015.59,207475.83654,1040
1703462400000,2023-12-25,ICPEUR,8.945,9.001,8.454,8.715,12160.19,106314.67169,454
1703376000000,2023-12-24,ICPEUR,8.738,9.369,8.542,8.892,29564.42,263337.36786,1342
1703289600000,2023-12-23,ICPEUR,8.507,8.652,8.018,8.622,10101.22,84351.68145,448
1703203200000,2023-12-22,ICPEUR,8.256,9.981,8.255,8.46,33895.67,306227.77096,1407
1703116800000,2023-12-21,ICPEUR,8.029,8.449,7.772,8.255,24002.56,194039.46443,1054
1703030400000,2023-12-20,ICPEUR,8.615,8.816,7.962,8.106,23389.65,197088.96806,1004
1702944000000,2023-12-19,ICPEUR,8.96,10.022,8.413,8.464,19222.94,173547.97931,984
1702857600000,2023-12-18,ICPEUR,9.676,9.834,8.361,8.979,26315.34,236272.01839,1252
1702771200000,2023-12-17,ICPEUR,9.214,10.839,8.969,9.667,80312.2,801929.70075,4553
1702684800000,2023-12-16,ICPEUR,6.673,10.906,6.521,9.227,125003.66,1136825.8897,6560
1702598400000,2023-12-15,ICPEUR,5.788,7.01,5.662,6.585,33856.79,219753.23222,1531
1702512000000,2023-12-14,ICPEUR,5.794,6.103,5.674,5.793,17967.14,105281.17626,773
1702425600000,2023-12-13,ICPEUR,5.137,5.871,5.114,5.745,10598.87,57291.64648,590
1702339200000,2023-12-12,ICPEUR,4.925,5.315,4.906,5.125,7063.8,36343.79581,314
1702252800000,2023-12-11,ICPEUR,5.191,5.292,4.639,4.884,8188.78,40375.67881,441
1702166400000,2023-12-10,ICPEUR,5.199,5.209,4.905,5.18,4645.43,23425.91037,233
1702080000000,2023-12-09,ICPEUR,4.898,5.255,4.894,5.16,13248.13,66898.7004,640
1701993600000,2023-12-08,ICPEUR,4.705,4.9,4.4,4.87,7035.32,33049.08959,360
1701907200000,2023-12-07,ICPEUR,4.602,4.714,4.431,4.713,5969.01,27361.83125,264
1701820800000,2023-12-06,ICPEUR,4.76,4.908,4.467,4.529,6261.99,28954.61665,282
1701734400000,2023-12-05,ICPEUR,4.726,4.791,4.54,4.741,13212.04,61988.02407,554
1701648000000,2023-12-04,ICPEUR,4.322,4.829,4.318,4.74,15523.74,71674.02253,489
1701561600000,2023-12-03,ICPEUR,4.451,4.454,4.25,4.325,6848.36,29532.49708,151
1701475200000,2023-12-02,ICPEUR,4.297,4.476,4.297,4.44,3293.14,14485.91099,149
1701388800000,2023-12-01,ICPEUR,4.187,4.44,4.178,4.32,4238.45,18500.89489,162
1701302400000,2023-11-30,ICPEUR,4.126,4.188,3.809,4.188,11881.31,48104.46432,252
1701216000000,2023-11-29,ICPEUR,4.166,4.26,4.073,4.119,2332.01,9633.76501,90
1701129600000,2023-11-28,ICPEUR,4.094,4.227,4.043,4.165,5875.48,24253.5647,172
1701043200000,2023-11-27,ICPEUR,4.234,4.301,3.987,4.086,7321.16,30099.5983,239
1700956800000,2023-11-26,ICPEUR,4.303,4.346,4.122,4.265,4051.85,17250.41083,149
1700870400000,2023-11-25,ICPEUR,4.217,4.351,4.21,4.309,4011.98,17204.57116,143
1700784000000,2023-11-24,ICPEUR,4.221,4.289,4.148,4.188,7657.97,32247.08349,298
1700697600000,2023-11-23,ICPEUR,4.094,4.25,4.091,4.213,12068.46,50475.44328,439
1700611200000,2023-11-22,ICPEUR,3.752,4.153,3.752,4.084,11696.46,46174.46319,413
1700524800000,2023-11-21,ICPEUR,4.182,4.267,3.724,3.794,24973.22,98654.67398,717
1700438400000,2023-11-20,ICPEUR,4.201,4.233,4.036,4.135,7033.56,29184.11529,230
1700352000000,2023-11-19,ICPEUR,3.961,4.244,3.95,4.205,8607.05,35335.64015,241
1700265600000,2023-11-18,ICPEUR,3.961,3.996,3.689,3.987,4935.83,18962.517,185
1700179200000,2023-11-17,ICPEUR,4.162,4.167,3.827,3.951,7515.84,29874.45289,208
1700092800000,2023-11-16,ICPEUR,4.356,4.417,3.972,4.037,10782.03,45322.62538,326
1700006400000,2023-11-15,ICPEUR,3.941,4.417,3.894,4.359,7951.89,32920.23072,245
1699920000000,2023-11-14,ICPEUR,4.216,4.246,3.718,3.937,10988.88,44775.65756,300
1699833600000,2023-11-13,ICPEUR,4.36,4.634,4.244,4.249,15053.51,66881.83454,399
1699747200000,2023-11-12,ICPEUR,4.22,4.419,4.061,4.385,7245.26,30898.90663,217
1699660800000,2023-11-11,ICPEUR,4.13,4.296,4.032,4.196,6586.62,27463.58479,221
1699574400000,2023-11-10,ICPEUR,3.821,4.11,3.762,4.11,9214.21,35727.0603,246
1699488000000,2023-11-09,ICPEUR,3.974,4.35,3.492,3.828,27840.66,109157.55893,507
1699401600000,2023-11-08,ICPEUR,3.928,4.013,3.869,4.013,7751.78,30508.86718,201
1699315200000,2023-11-07,ICPEUR,3.978,3.989,3.782,3.925,11862.88,46701.68218,217
1699228800000,2023-11-06,ICPEUR,3.81,3.998,3.718,3.984,12383.09,48445.60939,271
1699142400000,2023-11-05,ICPEUR,3.768,3.946,3.72,3.806,6482.9,24983.45034,188
1699056000000,2023-11-04,ICPEUR,3.685,3.796,3.598,3.756,6611.11,24492.0313,165
1698969600000,2023-11-03,ICPEUR,3.669,3.96,3.371,3.686,34632.62,126504.34159,341
1698883200000,2023-11-02,ICPEUR,3.827,3.903,3.669,3.777,4167.39,15827.99622,147
1698796800000,2023-11-01,ICPEUR,3.742,3.856,3.576,3.856,5168.99,19193.82977,157
1698710400000,2023-10-31,ICPEUR,3.815,3.876,3.644,3.735,5549.24,20797.47857,139
1698624000000,2023-10-30,ICPEUR,3.832,3.869,3.702,3.815,3403.61,12869.78521,114
1698537600000,2023-10-29,ICPEUR,3.525,4.0,3.491,3.829,9756.75,36806.53942,236
1698451200000,2023-10-28,ICPEUR,3.319,3.573,3.317,3.509,3477.55,11933.68098,77
1698364800000,2023-10-27,ICPEUR,3.304,3.372,3.281,3.347,2659.09,8844.31781,69
1698278400000,2023-10-26,ICPEUR,3.38,3.504,3.281,3.36,3670.9,12518.14881,91
1698192000000,2023-10-25,ICPEUR,3.472,3.472,3.346,3.362,1547.33,5263.99101,59
1698105600000,2023-10-24,ICPEUR,3.298,3.457,3.26,3.371,2693.08,9039.058,106
1698019200000,2023-10-23,ICPEUR,3.066,3.288,3.066,3.288,4700.67,14871.53289,136
1697932800000,2023-10-22,ICPEUR,3.066,3.066,2.98,3.051,1229.85,3706.94458,47
1697846400000,2023-10-21,ICPEUR,2.969,3.078,2.96,3.036,1055.17,3185.65541,43
1697760000000,2023-10-20,ICPEUR,2.846,2.998,2.846,2.986,6237.86,18410.41709,123
1697673600000,2023-10-19,ICPEUR,2.907,3.117,2.81,2.845,1598.09,4559.71021,67
1697587200000,2023-10-18,ICPEUR,2.912,2.983,2.893,2.906,3164.66,9311.6196,147
1697500800000,2023-10-17,ICPEUR,2.986,3.039,2.899,2.899,2861.31,8505.08028,197
1697414400000,2023-10-16,ICPEUR,2.994,3.078,2.975,3.039,5767.39,17422.28169,140
1697328000000,2023-10-15,ICPEUR,2.962,3.054,2.962,2.995,2756.34,8300.161,139
1697241600000,2023-10-14,ICPEUR,2.921,2.977,2.912,2.953,1619.11,4785.65446,122
1697155200000,2023-10-13,ICPEUR,2.779,2.937,2.779,2.916,1674.02,4764.27716,76
1697068800000,2023-10-12,ICPEUR,2.745,2.798,2.724,2.798,3707.77,10244.16904,105
1696982400000,2023-10-11,ICPEUR,2.814,2.815,2.722,2.754,2409.59,6661.5805,94
1696896000000,2023-10-10,ICPEUR,2.78,2.841,2.686,2.809,7207.62,20066.81272,177
1696809600000,2023-10-09,ICPEUR,2.927,2.961,2.741,2.761,4341.29,12312.72801,242
1696723200000,2023-10-08,ICPEUR,2.934,2.981,2.897,2.93,1507.84,4449.5682,70
1696636800000,2023-10-07,ICPEUR,2.957,2.962,2.889,2.921,1238.82,3621.34813,71
1696550400000,2023-10-06,ICPEUR,2.911,2.978,2.89,2.907,2054.46,6013.78407,89
1696464000000,2023-10-05,ICPEUR,3.014,3.014,2.885,2.916,1390.81,4110.12378,94
1696377600000,2023-10-04,ICPEUR,3.0,3.066,2.908,3.018,5360.62,16111.04896,159
1696291200000,2023-10-03,ICPEUR,2.996,3.698,2.936,2.988,2029.49,6041.21697,104
1696204800000,2023-10-02,ICPEUR,3.128,3.139,2.924,2.989,1565.73,4778.36045,103
1696118400000,2023-10-01,ICPEUR,2.999,3.173,2.999,3.173,714.88,2205.65157,35
1696032000000,2023-09-30,ICPEUR,2.963,3.036,2.957,3.016,2046.38,6120.0657,59
1695945600000,2023-09-29,ICPEUR,2.922,3.015,2.901,2.962,1930.11,5706.73257,89
1695859200000,2023-09-28,ICPEUR,2.834,2.925,2.79,2.924,1331.63,3800.83752,73
1695772800000,2023-09-27,ICPEUR,2.803,2.861,2.773,2.777,1404.35,3969.02868,82
1695686400000,2023-09-26,ICPEUR,2.829,2.831,2.765,2.8,1968.68,5500.91686,59
1695600000000,2023-09-25,ICPEUR,2.763,2.849,2.763,2.838,1497.38,4206.6421,59
1695513600000,2023-09-24,ICPEUR,2.786,2.82,2.739,2.742,3164.24,8763.19374,74
1695427200000,2023-09-23,ICPEUR,2.75,2.802,2.75,2.788,1938.0,5383.89608,61
1695340800000,2023-09-22,ICPEUR,2.728,2.769,2.666,2.75,2946.56,8074.37946,119
1695254400000,2023-09-21,ICPEUR,2.826,2.836,2.702,2.722,9483.51,25946.43812,164
1695168000000,2023-09-20,ICPEUR,2.85,2.85,2.759,2.819,2929.09,8213.65828,109
1695081600000,2023-09-19,ICPEUR,2.807,2.878,2.79,2.842,3393.4,9667.78492,98
1694995200000,2023-09-18,ICPEUR,2.739,2.85,2.739,2.809,2574.39,7241.87943,107
1694908800000,2023-09-17,ICPEUR,2.795,2.815,2.7,2.742,1761.82,4879.91727,79
1694822400000,2023-09-16,ICPEUR,2.836,2.915,2.765,2.816,4372.34,12335.62288,164
1694736000000,2023-09-15,ICPEUR,2.748,2.846,2.712,2.823,3228.15,8971.81965,193
1694649600000,2023-09-14,ICPEUR,2.743,2.802,2.709,2.746,4139.06,11384.10143,185
1694563200000,2023-09-13,ICPEUR,2.74,2.768,2.671,2.751,5978.64,16310.95158,205
1694476800000,2023-09-12,ICPEUR,2.781,2.88,2.738,2.744,6532.16,18332.11125,208
1694390400000,2023-09-11,ICPEUR,2.9,2.907,2.72,2.744,13893.66,39131.61568,296
1694304000000,2023-09-10,ICPEUR,3.057,3.057,2.85,2.902,7676.14,22311.02435,266
1694217600000,2023-09-09,ICPEUR,3.091,3.101,3.051,3.068,4309.46,13234.87689,78
1694131200000,2023-09-08,ICPEUR,3.149,3.157,3.041,3.081,13881.06,42854.73016,186
1694044800000,2023-09-07,ICPEUR,3.151,3.165,3.094,3.15,4465.21,13905.75483,71
1693958400000,2023-09-06,ICPEUR,3.087,3.132,3.046,3.132,6137.95,18846.42114,106
1693872000000,2023-09-05,ICPEUR,3.033,3.101,3.028,3.088,8970.37,27644.48974,99
1693785600000,2023-09-04,ICPEUR,3.055,3.126,2.98,2.997,5285.82,15904.9119,100
1693699200000,2023-09-03,ICPEUR,3.037,3.057,2.985,3.023,1833.14,5539.7042,75
1693612800000,2023-09-02,ICPEUR,3.053,3.062,2.988,3.019,1895.67,5745.24737,72
1693526400000,2023-09-01,ICPEUR,3.105,3.178,2.99,3.013,5262.9,16122.88839,160
1693440000000,2023-08-31,ICPEUR,3.182,3.219,3.03,3.102,3854.61,12136.86588,137
1693353600000,2023-08-30,ICPEUR,3.368,3.368,3.174,3.209,5898.48,19297.64799,135
1693267200000,2023-08-29,ICPEUR,3.229,3.456,3.162,3.358,6161.54,20559.92713,193
1693180800000,2023-08-28,ICPEUR,3.224,3.255,3.177,3.225,3506.99,11291.8343,128
1693094400000,2023-08-27,ICPEUR,3.306,3.377,3.229,3.253,1984.05,6567.28428,103
1693008000000,2023-08-26,ICPEUR,3.272,3.3,3.251,3.3,1600.76,5248.87567,53
1692921600000,2023-08-25,ICPEUR,3.327,3.333,3.217,3.26,3540.76,11604.24454,174
