Unix,Date,Symbol,Open,High,Low,Close,Volume BTC,Volume EUR,tradecount
1704866400000,2024-01-10 06:00:00,BTCEUR,42128.56,42208.52,42051.53,42193.68,3.23859,136517.5760846,289
1704862800000,2024-01-10 05:00:00,BTCEUR,42137.82,42160.18,42051.54,42125.41,3.41271,143678.6067357,281
1704859200000,2024-01-10 04:00:00,BTCEUR,42273.89,42311.14,42095.34,42105.93,3.87258,163488.1723481,361
1704855600000,2024-01-10 03:00:00,BTCEUR,42109.64,42320.62,42064.59,42238.02,2.50325,105737.2637734,314
1704852000000,2024-01-10 02:00:00,BTCEUR,42061.51,42195.65,42027.45,42078.07,4.97203,209442.158148,381
1704848400000,2024-01-10 01:00:00,BTCEUR,42037.99,42094.97,41800.01,42054.67,5.36028,224618.7114296,529
1704844800000,2024-01-10 00:00:00,BTCEUR,42252.6,42340.59,41951.12,41976.48,26.45206,1114269.6214573,1173
1704841200000,2024-01-09 23:00:00,BTCEUR,42399.35,42401.58,42101.15,42255.65,15.32075,646932.6232539,1027
1704837600000,2024-01-09 22:00:00,BTCEUR,41657.18,42403.38,41536.82,42390.44,36.56119,1533183.7108878,2230
1704834000000,2024-01-09 21:00:00,BTCEUR,42770.35,43952.0,41190.2,41647.36,133.16918,5644883.2347677,9063
1704830400000,2024-01-09 20:00:00,BTCEUR,43025.69,43050.0,42737.53,42776.5,16.59447,711933.5424106,1262
1704826800000,2024-01-09 19:00:00,BTCEUR,42800.09,43038.47,42730.13,43014.5,13.23299,567969.1918556,1094
1704823200000,2024-01-09 18:00:00,BTCEUR,42829.67,42836.67,42662.17,42791.6,17.1027,731095.800867,1313
1704819600000,2024-01-09 17:00:00,BTCEUR,43011.97,43030.87,42760.0,42826.91,21.76739,933585.3277109,1417
1704816000000,2024-01-09 16:00:00,BTCEUR,43046.86,43130.1,42865.49,43007.01,26.34495,1132998.968661,1703
1704812400000,2024-01-09 15:00:00,BTCEUR,42642.2,43131.44,42547.82,43044.01,30.18236,1293795.888196,2140
1704808800000,2024-01-09 14:00:00,BTCEUR,42916.94,43050.0,42592.08,42659.14,41.07102,1758663.6612412,2295
1704805200000,2024-01-09 13:00:00,BTCEUR,42319.99,43115.55,42231.81,42927.4,55.07182,2355210.7485002,3372
1704801600000,2024-01-09 12:00:00,BTCEUR,42805.57,43100.0,41756.32,42321.82,47.51855,2025557.7735241,3053
1704798000000,2024-01-09 11:00:00,BTCEUR,42589.71,42832.66,42574.52,42805.58,14.76064,630638.1562599,1221
1704794400000,2024-01-09 10:00:00,BTCEUR,42556.91,42757.03,42522.84,42585.26,16.38804,698795.3498089,1324
1704790800000,2024-01-09 09:00:00,BTCEUR,42579.17,42740.61,42519.96,42556.92,18.88643,805111.2472626,1161
1704787200000,2024-01-09 08:00:00,BTCEUR,42803.78,42917.25,42560.43,42578.99,13.55963,579529.2089802,917
1704783600000,2024-01-09 07:00:00,BTCEUR,42816.09,42917.05,42765.05,42815.9,6.23144,266970.4694523,530
1704780000000,2024-01-09 06:00:00,BTCEUR,42744.98,42849.99,42710.29,42817.96,9.89057,423236.6481122,547
1704776400000,2024-01-09 05:00:00,BTCEUR,42800.44,42837.28,42647.83,42745.78,11.37208,486067.2694007,558
1704772800000,2024-01-09 04:00:00,BTCEUR,42888.06,42902.59,42687.55,42806.71,8.83774,378210.7807694,566
1704769200000,2024-01-09 03:00:00,BTCEUR,42740.46,42923.44,42724.1,42895.78,6.70425,287301.3728935,590
1704765600000,2024-01-09 02:00:00,BTCEUR,42550.54,42747.12,42484.37,42746.59,8.62544,367606.8439433,569
1704762000000,2024-01-09 01:00:00,BTCEUR,42653.04,42767.59,42297.77,42550.53,14.21584,604574.3965005,948
1704758400000,2024-01-09 00:00:00,BTCEUR,42945.19,43114.28,42257.65,42686.91,31.39681,1342179.6589302,1718
1704754800000,2024-01-08 23:00:00,BTCEUR,42953.05,43066.58,42836.05,42943.93,8.09189,347550.9460776,778
1704751200000,2024-01-08 22:00:00,BTCEUR,43082.27,43188.0,42812.86,42957.4,12.1955,523801.8422075,981
1704747600000,2024-01-08 21:00:00,BTCEUR,42778.38,43187.98,42680.22,43073.5,15.66181,673118.917504,1254
1704744000000,2024-01-08 20:00:00,BTCEUR,42985.82,43136.3,42741.6,42768.45,25.10772,1078186.0602942,1692
1704740400000,2024-01-08 19:00:00,BTCEUR,42967.77,43214.0,42600.0,42966.15,49.49778,2123412.2873941,3937
1704736800000,2024-01-08 18:00:00,BTCEUR,41744.81,43000.0,41742.3,42974.8,95.86981,4056206.2460443,6213
1704733200000,2024-01-08 17:00:00,BTCEUR,41076.05,41743.78,41034.31,41733.34,50.84362,2105971.6466444,2391
1704729600000,2024-01-08 16:00:00,BTCEUR,41113.25,41274.01,40941.33,41072.79,25.95862,1066738.1064448,1371
1704726000000,2024-01-08 15:00:00,BTCEUR,41034.28,41466.8,40922.39,41145.46,41.78905,1717623.6097531,2094
1704722400000,2024-01-08 14:00:00,BTCEUR,41150.22,41271.61,40992.73,41022.21,32.75982,1347925.265509,1443
1704718800000,2024-01-08 13:00:00,BTCEUR,41321.32,41379.98,41051.53,41129.74,29.26185,1206261.652315,1700
1704715200000,2024-01-08 12:00:00,BTCEUR,40902.13,41380.0,40637.61,41309.64,55.9638,2299920.536822,3926
1704711600000,2024-01-08 11:00:00,BTCEUR,40438.44,40929.22,40316.4,40902.13,38.13477,1548333.6073165,2135
1704708000000,2024-01-08 10:00:00,BTCEUR,40074.79,40459.83,40038.24,40436.26,12.20369,491872.9790387,1040
1704704400000,2024-01-08 09:00:00,BTCEUR,40201.2,40246.71,39995.24,40055.01,10.37927,416801.9110312,939
1704700800000,2024-01-08 08:00:00,BTCEUR,40244.88,40382.36,40184.95,40197.06,9.51906,383482.0974502,796
1704697200000,2024-01-08 07:00:00,BTCEUR,40193.07,40333.94,40087.97,40243.59,15.32039,616282.9944308,1327
1704693600000,2024-01-08 06:00:00,BTCEUR,39967.44,40583.92,39912.11,40194.5,25.85282,1039446.9196439,2190
1704690000000,2024-01-08 05:00:00,BTCEUR,39925.21,39988.43,39831.65,39967.44,13.93527,556273.7330368,753
1704686400000,2024-01-08 04:00:00,BTCEUR,39881.65,39950.77,39793.06,39946.42,11.471,457529.3897862,677
1704682800000,2024-01-08 03:00:00,BTCEUR,39724.35,39920.63,39600.01,39883.91,17.45375,694613.0773103,1107
1704679200000,2024-01-08 02:00:00,BTCEUR,40037.55,40127.02,39559.51,39735.94,17.97585,716779.7722892,1390
1704675600000,2024-01-08 01:00:00,BTCEUR,39971.29,40119.46,39955.19,40034.28,7.7529,310568.6033737,614
1704672000000,2024-01-08 00:00:00,BTCEUR,40271.85,40382.55,39965.96,39965.96,22.57593,906452.1711833,1164
1704668400000,2024-01-07 23:00:00,BTCEUR,40219.6,40379.14,40000.0,40264.51,37.52769,1508044.0604983,1694
1704664800000,2024-01-07 22:00:00,BTCEUR,40617.7,40617.7,40185.56,40222.52,21.13326,852347.8897641,1035
1704661200000,2024-01-07 21:00:00,BTCEUR,40510.94,40629.53,40500.48,40620.4,3.86711,156926.3860859,482
1704657600000,2024-01-07 20:00:00,BTCEUR,40641.09,40668.72,40508.85,40508.85,5.40768,219474.1894634,498
1704654000000,2024-01-07 19:00:00,BTCEUR,40545.35,40665.32,40480.02,40636.83,4.40213,178660.0326607,463
1704650400000,2024-01-07 18:00:00,BTCEUR,40504.23,40623.41,40457.94,40534.63,6.78825,275309.1951247,584
1704646800000,2024-01-07 17:00:00,BTCEUR,40378.73,40544.28,40183.68,40497.22,12.07305,487322.0773613,864
1704643200000,2024-01-07 16:00:00,BTCEUR,40492.21,40620.86,40300.67,40354.37,8.55119,346283.1494838,822
1704639600000,2024-01-07 15:00:00,BTCEUR,40787.42,40816.84,40374.18,40492.56,17.36185,704318.0238645,1130
1704636000000,2024-01-07 14:00:00,BTCEUR,40821.29,40869.11,40691.65,40782.63,9.75443,397585.348045,838
1704632400000,2024-01-07 13:00:00,BTCEUR,40516.7,40822.21,40509.48,40798.4,11.6351,473350.6290105,1146
1704628800000,2024-01-07 12:00:00,BTCEUR,40521.26,40546.34,40411.44,40517.9,7.71417,312392.6660538,577
1704625200000,2024-01-07 11:00:00,BTCEUR,40405.21,40554.42,40400.62,40505.74,4.0546,164148.8074313,473
1704621600000,2024-01-07 10:00:00,BTCEUR,40370.27,40435.94,40350.27,40401.45,5.49165,221796.9685094,445
1704618000000,2024-01-07 09:00:00,BTCEUR,40416.68,40468.17,40314.86,40372.22,7.87761,318185.0515316,669
1704614400000,2024-01-07 08:00:00,BTCEUR,40472.68,40546.06,40402.27,40421.16,4.94673,200253.3461972,540
1704610800000,2024-01-07 07:00:00,BTCEUR,40414.32,40483.85,40385.2,40471.01,4.38149,177198.8799451,468
1704607200000,2024-01-07 06:00:00,BTCEUR,40291.92,40465.24,40257.97,40414.77,5.70248,230220.3324964,402
1704603600000,2024-01-07 05:00:00,BTCEUR,40394.21,40442.01,40247.98,40286.38,3.32069,133995.3146874,283
1704600000000,2024-01-07 04:00:00,BTCEUR,40325.42,40412.96,40269.87,40382.98,1.3624,54962.290416,215
1704596400000,2024-01-07 03:00:00,BTCEUR,40317.37,40407.52,40289.34,40319.59,2.56759,103600.2490336,271
1704592800000,2024-01-07 02:00:00,BTCEUR,40350.0,40470.76,40254.04,40315.89,10.13056,409107.7006142,434
1704589200000,2024-01-07 01:00:00,BTCEUR,40493.16,40532.73,40355.72,40357.05,5.61103,227006.1326178,439
1704585600000,2024-01-07 00:00:00,BTCEUR,40334.36,40618.98,40292.43,40493.16,10.44475,422660.9637732,756
1704582000000,2024-01-06 23:00:00,BTCEUR,40291.49,40365.65,40169.05,40336.49,11.03026,444434.2724381,770
1704578400000,2024-01-06 22:00:00,BTCEUR,40326.04,40353.17,40182.33,40295.5,9.36942,377442.8680409,665
1704574800000,2024-01-06 21:00:00,BTCEUR,40252.51,40372.97,40161.27,40319.67,9.19983,370631.2501402,648
1704571200000,2024-01-06 20:00:00,BTCEUR,40319.24,40366.95,40051.96,40252.65,6.23695,250993.4249071,586
1704567600000,2024-01-06 19:00:00,BTCEUR,40416.46,40421.38,40262.42,40320.31,4.43052,178656.5315348,560
1704564000000,2024-01-06 18:00:00,BTCEUR,40383.3,40550.24,40281.91,40405.45,10.38598,419499.763498,1004
1704560400000,2024-01-06 17:00:00,BTCEUR,40313.36,40426.75,40279.2,40383.3,11.96555,482907.4331007,799
1704556800000,2024-01-06 16:00:00,BTCEUR,40311.11,40399.97,40269.69,40313.82,7.70195,310553.9703245,851
1704553200000,2024-01-06 15:00:00,BTCEUR,40273.1,40340.94,40235.74,40309.71,5.85891,236044.5655504,758
1704549600000,2024-01-06 14:00:00,BTCEUR,40177.66,40369.99,40167.86,40267.14,6.85657,276210.4151296,862
1704546000000,2024-01-06 13:00:00,BTCEUR,40091.22,40199.23,40029.65,40178.45,5.22609,209771.2064816,676
1704542400000,2024-01-06 12:00:00,BTCEUR,40131.22,40200.0,40020.51,40091.23,11.82292,474301.6337725,1430
1704538800000,2024-01-06 11:00:00,BTCEUR,40153.74,40170.08,40082.0,40130.81,9.61048,385636.3073837,1057
1704535200000,2024-01-06 10:00:00,BTCEUR,40098.41,40223.12,40030.88,40153.83,11.88612,476989.6567633,809
1704531600000,2024-01-06 09:00:00,BTCEUR,40164.25,40220.27,40080.17,40094.53,6.98112,280275.8294447,815
1704528000000,2024-01-06 08:00:00,BTCEUR,40102.49,40180.0,40022.13,40164.22,8.18823,328401.9837738,790
1704524400000,2024-01-06 07:00:00,BTCEUR,39898.09,40117.52,39855.93,40102.5,6.7185,268699.837923,717
1704520800000,2024-01-06 06:00:00,BTCEUR,40095.13,40095.13,39867.81,39894.12,11.07506,442840.9666582,673
1704517200000,2024-01-06 05:00:00,BTCEUR,40249.3,40269.54,40021.9,40112.54,6.20506,249047.2649823,609
1704513600000,2024-01-06 04:00:00,BTCEUR,40301.52,40341.48,40229.09,40249.31,2.98591,120254.3833725,194
1704510000000,2024-01-06 03:00:00,BTCEUR,40281.25,40379.9,40202.91,40303.76,2.66664,107456.489559,186
1704506400000,2024-01-06 02:00:00,BTCEUR,40354.03,40395.39,40225.31,40291.26,6.63063,267218.1363091,402
1704502800000,2024-01-06 01:00:00,BTCEUR,40435.07,40449.9,40288.95,40344.73,3.35699,135552.1655456,355
1704499200000,2024-01-06 00:00:00,BTCEUR,40492.4,40552.44,40358.88,40441.61,6.49321,262574.874788,641
1704495600000,2024-01-05 23:00:00,BTCEUR,40333.52,40623.41,40333.52,40463.66,24.41334,988372.0826133,1362
1704492000000,2024-01-05 22:00:00,BTCEUR,40304.66,40385.36,40143.37,40324.75,12.57278,506177.2323423,932
1704488400000,2024-01-05 21:00:00,BTCEUR,40287.64,40306.68,39975.9,40300.0,13.65083,547946.9110259,1162
1704484800000,2024-01-05 20:00:00,BTCEUR,39965.83,40600.04,39961.47,40280.36,25.09322,1009242.6729319,1482
1704481200000,2024-01-05 19:00:00,BTCEUR,39947.44,40180.1,39865.58,39959.86,15.82058,632881.4273939,1091
1704477600000,2024-01-05 18:00:00,BTCEUR,39975.0,40012.91,39789.4,39947.44,24.75389,987568.2015193,1475
1704474000000,2024-01-05 17:00:00,BTCEUR,39616.0,39962.09,39500.0,39958.2,25.65436,1019786.4032236,1449
1704470400000,2024-01-05 16:00:00,BTCEUR,39782.76,39884.88,39593.72,39607.39,28.48108,1132323.6583287,1713
1704466800000,2024-01-05 15:00:00,BTCEUR,39855.88,40047.07,39656.77,39782.77,40.07855,1598339.8174151,2671
1704463200000,2024-01-05 14:00:00,BTCEUR,40437.98,40473.1,39667.0,39841.18,48.17061,1930110.9052701,2321
1704459600000,2024-01-05 13:00:00,BTCEUR,40369.51,40552.68,40274.34,40444.76,21.94267,886478.3828772,1572
1704456000000,2024-01-05 12:00:00,BTCEUR,40235.56,40555.49,40119.57,40374.27,8.60163,346812.7004475,938
1704452400000,2024-01-05 11:00:00,BTCEUR,40078.14,40377.66,40053.21,40234.2,14.01548,564424.6539177,1027
1704448800000,2024-01-05 10:00:00,BTCEUR,40529.28,40540.57,39951.85,40077.27,27.69141,1117056.8033674,1563
1704445200000,2024-01-05 09:00:00,BTCEUR,40315.25,40678.98,40315.25,40530.85,41.79328,1691102.1993639,2228
1704441600000,2024-01-05 08:00:00,BTCEUR,40144.28,40315.07,40135.1,40314.54,20.61215,828858.6560245,938
1704438000000,2024-01-05 07:00:00,BTCEUR,40205.31,40265.92,40095.46,40141.78,12.58193,505262.4818051,698
1704434400000,2024-01-05 06:00:00,BTCEUR,39977.29,40267.59,39948.55,40195.73,13.3747,536020.8994522,921
1704430800000,2024-01-05 05:00:00,BTCEUR,39890.16,40037.49,39873.9,39983.71,6.72073,268646.2454667,449
1704427200000,2024-01-05 04:00:00,BTCEUR,39811.15,39969.69,39585.74,39935.54,10.09685,401543.5359384,599
1704423600000,2024-01-05 03:00:00,BTCEUR,39822.93,40059.01,39768.73,39818.83,4.39039,175063.2894924,450
1704420000000,2024-01-05 02:00:00,BTCEUR,39700.0,40220.0,39619.6,39829.6,28.51393,1136301.9873689,1322
1704416400000,2024-01-05 01:00:00,BTCEUR,40484.2,40544.64,38965.0,39711.36,39.95278,1588074.1998864,2130
1704412800000,2024-01-05 00:00:00,BTCEUR,40447.2,40527.24,40265.41,40491.29,8.92628,360809.6991104,574
1704409200000,2024-01-04 23:00:00,BTCEUR,40618.78,40658.67,40373.67,40438.6,16.2958,660390.4033876,794
1704405600000,2024-01-04 22:00:00,BTCEUR,40728.85,40980.7,40457.5,40616.0,29.51901,1204109.4972807,1287
1704402000000,2024-01-04 21:00:00,BTCEUR,40465.64,40760.84,40458.1,40721.55,30.43036,1236487.8183787,1392
1704398400000,2024-01-04 20:00:00,BTCEUR,40274.03,40950.0,40233.77,40432.52,30.1622,1223242.4645038,1761
1704394800000,2024-01-04 19:00:00,BTCEUR,40347.54,40732.23,40258.48,40281.83,45.6613,1850267.7251915,1964
1704391200000,2024-01-04 18:00:00,BTCEUR,40316.14,40446.63,40192.81,40363.4,13.58767,548321.0663917,840
1704387600000,2024-01-04 17:00:00,BTCEUR,40212.87,40508.83,40137.48,40326.03,24.84344,1001582.8179985,1314
1704384000000,2024-01-04 16:00:00,BTCEUR,40342.39,40402.26,40061.58,40201.82,20.94822,842521.143536,1462
1704380400000,2024-01-04 15:00:00,BTCEUR,40015.05,40593.81,39935.5,40336.21,54.49773,2193461.9774643,2741
1704376800000,2024-01-04 14:00:00,BTCEUR,39714.23,40072.2,39646.62,40007.42,33.15711,1320111.1473399,2138
1704373200000,2024-01-04 13:00:00,BTCEUR,39750.0,39857.46,39574.66,39721.53,25.65924,1018928.3081035,1682
1704369600000,2024-01-04 12:00:00,BTCEUR,39590.51,39787.33,39520.34,39750.0,28.57505,1133553.9505523,1740
1704366000000,2024-01-04 11:00:00,BTCEUR,39490.97,39628.51,39380.44,39589.02,28.91709,1143242.3268182,1633
1704362400000,2024-01-04 10:00:00,BTCEUR,39450.75,39515.85,39068.99,39481.46,40.26492,1584082.1247905,2271
1704358800000,2024-01-04 09:00:00,BTCEUR,39331.57,39529.81,39329.87,39450.74,27.65426,1090033.5598778,1504
1704355200000,2024-01-04 08:00:00,BTCEUR,39262.28,39458.46,39216.64,39331.58,19.35131,761227.5379746,1161
1704351600000,2024-01-04 07:00:00,BTCEUR,39691.41,39773.19,39269.14,39272.0,24.65705,974860.6429643,1239
1704348000000,2024-01-04 06:00:00,BTCEUR,39668.26,39715.31,39560.63,39684.11,15.47365,613460.2113783,814
1704344400000,2024-01-04 05:00:00,BTCEUR,39648.97,39750.0,39566.99,39672.9,4.78041,189574.7283642,455
1704340800000,2024-01-04 04:00:00,BTCEUR,39595.3,39681.31,39455.2,39633.81,5.8363,230935.9411297,496
1704337200000,2024-01-04 03:00:00,BTCEUR,39645.75,39715.14,39497.77,39585.95,9.68333,383925.4962592,665
1704333600000,2024-01-04 02:00:00,BTCEUR,39269.47,39709.64,39240.05,39645.74,8.89984,351400.6484338,775
1704330000000,2024-01-04 01:00:00,BTCEUR,39416.5,39464.27,39185.81,39245.36,13.61766,535204.0061591,719
1704326400000,2024-01-04 00:00:00,BTCEUR,39383.52,39519.89,39303.44,39413.42,8.44447,332886.7385581,746
1704322800000,2024-01-03 23:00:00,BTCEUR,39328.67,39388.04,39163.65,39384.84,8.60951,338155.692135,741
1704319200000,2024-01-03 22:00:00,BTCEUR,39481.41,39514.96,39167.51,39323.02,10.64748,419151.6446996,838
1704315600000,2024-01-03 21:00:00,BTCEUR,39284.05,39527.68,39183.23,39456.34,13.01247,512330.097696,1075
1704312000000,2024-01-03 20:00:00,BTCEUR,39174.43,39434.42,39132.85,39274.0,14.32769,562773.5875795,977
1704308400000,2024-01-03 19:00:00,BTCEUR,38918.99,39525.55,38827.75,39179.33,21.15541,828750.1392672,1636
1704304800000,2024-01-03 18:00:00,BTCEUR,39517.89,39667.39,38714.0,38961.82,28.26672,1108867.4999866,1640
1704301200000,2024-01-03 17:00:00,BTCEUR,39662.31,39704.87,39212.0,39524.16,18.23111,719351.6101068,1397
1704297600000,2024-01-03 16:00:00,BTCEUR,39708.64,40200.0,39477.78,39662.26,48.40055,1928417.1184104,3258
1704294000000,2024-01-03 15:00:00,BTCEUR,38883.06,39710.31,38874.48,39702.39,53.34167,2094616.8402355,3537
1704290400000,2024-01-03 14:00:00,BTCEUR,39118.72,39119.26,38708.22,38883.08,49.05644,1907263.0020754,3295
1704286800000,2024-01-03 13:00:00,BTCEUR,39380.06,39420.33,38923.78,39102.03,70.70829,2766223.4470786,4944
1704283200000,2024-01-03 12:00:00,BTCEUR,40091.02,40091.02,38000.0,39381.03,148.98155,5803528.7515579,11423
1704279600000,2024-01-03 11:00:00,BTCEUR,41384.87,41400.0,39900.0,40073.2,86.43676,3519268.2427689,4418
1704276000000,2024-01-03 10:00:00,BTCEUR,41529.4,41570.19,41275.24,41377.89,15.76618,653285.7834604,1212
1704272400000,2024-01-03 09:00:00,BTCEUR,41335.23,41627.4,41307.2,41525.52,20.17529,836907.5107168,1514
1704268800000,2024-01-03 08:00:00,BTCEUR,41113.75,41326.22,41111.44,41326.22,12.05744,497032.7578162,898
1704265200000,2024-01-03 07:00:00,BTCEUR,41420.93,41470.59,41066.23,41129.61,10.54877,435683.9033002,647
1704261600000,2024-01-03 06:00:00,BTCEUR,41293.29,41459.35,41270.53,41414.42,7.05948,291836.210485,482
1704258000000,2024-01-03 05:00:00,BTCEUR,41283.61,41381.27,41202.5,41300.2,5.18769,214255.9136684,428
1704254400000,2024-01-03 04:00:00,BTCEUR,41362.17,41362.17,41221.57,41274.89,2.74231,113227.0846411,313
1704250800000,2024-01-03 03:00:00,BTCEUR,41414.3,41442.11,41278.97,41359.68,5.04932,208772.8767229,435
1704247200000,2024-01-03 02:00:00,BTCEUR,41453.41,41526.66,41359.43,41396.77,4.92935,204252.4623053,441
1704243600000,2024-01-03 01:00:00,BTCEUR,41276.08,41453.41,41260.2,41452.84,4.48808,185610.2251098,374
1704240000000,2024-01-03 00:00:00,BTCEUR,41167.6,41346.98,41042.59,41288.25,16.45637,677839.9419033,938
1704236400000,2024-01-02 23:00:00,BTCEUR,41181.63,41236.21,41010.18,41145.87,11.61575,477824.4722662,804
1704232800000,2024-01-02 22:00:00,BTCEUR,41326.22,41472.18,41102.05,41184.06,25.5455,1055295.9198091,1270
1704229200000,2024-01-02 21:00:00,BTCEUR,41023.9,41322.46,40818.9,41322.46,20.3256,834878.9031625,1178
1704225600000,2024-01-02 20:00:00,BTCEUR,41213.16,41318.61,40950.0,40998.85,17.54017,721455.9212733,1052
1704222000000,2024-01-02 19:00:00,BTCEUR,41300.2,41385.75,40979.85,41214.59,13.98419,575671.123566,991
1704218400000,2024-01-02 18:00:00,BTCEUR,41123.58,41371.88,41097.43,41283.97,14.31833,590163.4997113,988
1704214800000,2024-01-02 17:00:00,BTCEUR,41467.47,41488.47,41100.01,41126.21,13.53945,558977.1474913,1126
1704211200000,2024-01-02 16:00:00,BTCEUR,41360.47,41505.86,41028.35,41465.8,21.29424,878444.2283818,1592
1704207600000,2024-01-02 15:00:00,BTCEUR,41332.39,41449.66,40974.52,41354.83,27.45837,1131747.2493634,1602
1704204000000,2024-01-02 14:00:00,BTCEUR,41729.91,41901.99,41111.93,41366.73,41.44868,1721510.4192001,2277
1704200400000,2024-01-02 13:00:00,BTCEUR,41417.56,41745.02,41377.5,41726.09,24.43502,1016214.0703444,1430
1704196800000,2024-01-02 12:00:00,BTCEUR,41446.37,41630.0,41365.43,41406.71,14.84326,615776.7269509,1248
1704193200000,2024-01-02 11:00:00,BTCEUR,41483.24,41590.26,41216.84,41446.37,26.10734,1080641.7537235,1354
1704189600000,2024-01-02 10:00:00,BTCEUR,41522.04,41628.42,41348.22,41483.24,19.36537,803119.4874938,1395
1704186000000,2024-01-02 09:00:00,BTCEUR,41551.77,41636.5,41409.6,41532.38,24.66408,1024457.6658999,1321
1704182400000,2024-01-02 08:00:00,BTCEUR,41311.28,41622.78,41176.18,41560.17,25.95487,1075761.8382551,1910
1704178800000,2024-01-02 07:00:00,BTCEUR,41030.26,41441.12,40997.01,41306.34,20.08011,827955.7556517,1283
1704175200000,2024-01-02 06:00:00,BTCEUR,40994.02,41133.63,40959.36,41018.75,3.6556,150083.3679239,425
1704171600000,2024-01-02 05:00:00,BTCEUR,41053.84,41167.37,40977.68,41024.5,4.42932,181982.1858128,507
1704168000000,2024-01-02 04:00:00,BTCEUR,41240.7,41276.15,41049.71,41075.65,8.90565,366299.2212392,596
1704164400000,2024-01-02 03:00:00,BTCEUR,41230.24,41326.22,41016.91,41210.9,5.35509,220603.6256021,698
1704160800000,2024-01-02 02:00:00,BTCEUR,40710.02,41230.23,40702.45,41229.07,12.80857,523922.5972203,974
1704157200000,2024-01-02 01:00:00,BTCEUR,40884.52,41148.52,40553.93,40697.03,14.50957,592840.487637,1440
1704153600000,2024-01-02 00:00:00,BTCEUR,40117.27,41000.0,40084.23,40876.29,46.04808,1864276.486843,3246
1704150000000,2024-01-01 23:00:00,BTCEUR,39547.56,40133.79,39547.56,40113.43,29.44165,1175728.0912091,1822
1704146400000,2024-01-01 22:00:00,BTCEUR,39672.83,39705.94,39450.0,39538.79,8.29137,327829.1094868,848
1704142800000,2024-01-01 21:00:00,BTCEUR,39746.07,39839.43,39556.59,39658.66,8.40835,333890.3859458,927
1704139200000,2024-01-01 20:00:00,BTCEUR,39600.0,39862.96,39588.68,39746.19,19.34608,768359.3668319,1549
1704135600000,2024-01-01 19:00:00,BTCEUR,39249.82,39604.92,39211.85,39589.67,30.48728,1201227.2472334,2091
1704132000000,2024-01-01 18:00:00,BTCEUR,38929.97,39281.69,38929.97,39216.92,13.41695,525514.6886058,1292
1704128400000,2024-01-01 17:00:00,BTCEUR,38857.71,38943.75,38835.64,38919.5,6.85342,266450.9046074,584
1704124800000,2024-01-01 16:00:00,BTCEUR,38899.98,38967.72,38796.88,38837.5,4.75605,185043.3154325,535
1704121200000,2024-01-01 15:00:00,BTCEUR,38727.81,38938.21,38695.58,38883.31,8.03139,311983.8385473,729
1704117600000,2024-01-01 14:00:00,BTCEUR,38788.33,38788.33,38671.04,38721.57,5.49455,212731.2042435,511
1704114000000,2024-01-01 13:00:00,BTCEUR,38722.83,38816.34,38680.0,38795.81,2.43078,94225.7172946,346
1704110400000,2024-01-01 12:00:00,BTCEUR,38762.55,38831.83,38674.46,38723.1,4.5947,178097.3352985,530
1704106800000,2024-01-01 11:00:00,BTCEUR,38756.56,38809.9,38670.0,38749.1,4.43995,172018.0598432,474
1704103200000,2024-01-01 10:00:00,BTCEUR,38736.39,38804.12,38701.17,38743.64,5.33911,206953.2696423,489
1704099600000,2024-01-01 09:00:00,BTCEUR,38644.93,38777.46,38638.31,38735.67,4.28474,165840.5563041,472
1704096000000,2024-01-01 08:00:00,BTCEUR,38624.67,38661.44,38559.83,38645.77,3.02602,116821.1805948,367
1704092400000,2024-01-01 07:00:00,BTCEUR,38546.72,38636.27,38546.72,38611.53,1.8922,73045.951631,295
1704088800000,2024-01-01 06:00:00,BTCEUR,38406.7,38565.57,38374.69,38557.17,1.5198,58492.4848601,236
1704085200000,2024-01-01 05:00:00,BTCEUR,38545.71,38545.71,38353.53,38404.33,1.65462,63619.5759077,293
1704081600000,2024-01-01 04:00:00,BTCEUR,38482.95,38545.7,38375.63,38532.84,2.39726,92164.1990399,272
1704078000000,2024-01-01 03:00:00,BTCEUR,38713.52,38723.14,38411.97,38493.92,3.44457,132745.4445359,384
1704074400000,2024-01-01 02:00:00,BTCEUR,38756.23,38779.33,38642.67,38713.52,3.24277,125501.6494883,429
1704070800000,2024-01-01 01:00:00,BTCEUR,38610.94,38904.87,38586.28,38759.2,8.22721,318995.1416918,701
1704067200000,2024-01-01 00:00:00,BTCEUR,38423.69,38683.29,38405.18,38619.32,6.7318,259556.186162,563
1704063600000,2023-12-31 23:00:00,BTCEUR,38308.34,38422.89,38187.82,38422.26,13.83874,530519.3235917,903
1704060000000,2023-12-31 22:00:00,BTCEUR,38573.31,38619.02,38165.49,38322.88,15.40475,592022.5462724,1108
1704056400000,2023-12-31 21:00:00,BTCEUR,38616.88,38710.92,38573.3,38574.35,5.17407,199981.150041,462
1704052800000,2023-12-31 20:00:00,BTCEUR,38681.57,38724.95,38573.02,38621.47,8.54733,330299.0947472,577
1704049200000,2023-12-31 19:00:00,BTCEUR,38722.89,38749.37,38650.15,38681.35,4.66291,180412.3042844,425
1704045600000,2023-12-31 18:00:00,BTCEUR,38716.67,38792.15,38620.0,38716.54,7.08117,274019.6581312,559
1704042000000,2023-12-31 17:00:00,BTCEUR,38725.71,38762.09,38588.71,38716.31,4.36908,168978.196538,577
