Unix,Date,Symbol,Open,High,Low,Close,Volume BTC,Volume EUR,tradecount
1655085600000,2022-06-13 02:00:00,BTCEUR,24578.3,24651.2,24144.12,24144.12,251.11112,6134325.3568161,6744
1655082000000,2022-06-13 01:00:00,BTCEUR,25068.62,25231.65,24429.0,24578.31,330.43287,8216651.0508801,9341
1655078400000,2022-06-13 00:00:00,BTCEUR,25316.38,25608.13,25064.6,25078.03,268.67229,6805979.8442735,7028
1655074800000,2022-06-12 23:00:00,BTCEUR,25665.38,25853.34,25309.01,25337.45,144.72118,3700887.5182957,4224
1655071200000,2022-06-12 22:00:00,BTCEUR,26027.02,26109.49,25621.13,25692.84,164.3272,4250337.2501091,3601
1655067600000,2022-06-12 21:00:00,BTCEUR,26038.44,26188.34,26003.93,26033.08,23.10088,602507.5904108,1391
1655064000000,2022-06-12 20:00:00,BTCEUR,26081.86,26195.85,26023.04,26038.44,64.94684,1695129.6073185,2632
1655060400000,2022-06-12 19:00:00,BTCEUR,26568.16,26596.19,26083.16,26087.51,123.42211,3245200.7394132,3730
1655056800000,2022-06-12 18:00:00,BTCEUR,26785.52,26800.29,26540.59,26568.16,64.52764,1719561.3278087,2405
1655053200000,2022-06-12 17:00:00,BTCEUR,26595.63,26884.85,26582.78,26784.88,68.50082,1832624.5213205,2224
1655049600000,2022-06-12 16:00:00,BTCEUR,26746.06,26820.06,26482.34,26589.87,65.97249,1758430.76906,2562
1655046000000,2022-06-12 15:00:00,BTCEUR,26489.3,26990.92,26461.54,26746.06,164.41055,4391321.0829359,4381
1655042400000,2022-06-12 14:00:00,BTCEUR,26002.9,26607.17,25603.5,26482.64,205.9798,5378900.5098988,6402
1655038800000,2022-06-12 13:00:00,BTCEUR,26117.79,26156.35,25930.33,26012.09,105.49989,2747553.07297,3953
1655035200000,2022-06-12 12:00:00,BTCEUR,26137.57,26255.86,26107.28,26118.27,44.96038,1176759.3066103,2584
1655031600000,2022-06-12 11:00:00,BTCEUR,26132.19,26210.08,26042.38,26136.25,65.51617,1710978.9731416,3125
1655028000000,2022-06-12 10:00:00,BTCEUR,26163.76,26254.27,26056.68,26137.67,78.71852,2058630.5146924,3266
1655024400000,2022-06-12 09:00:00,BTCEUR,26251.0,26300.14,26143.58,26167.15,77.03927,2019972.6340828,3677
1655020800000,2022-06-12 08:00:00,BTCEUR,26331.2,26391.2,26218.85,26251.0,102.09892,2683738.3162074,4329
1655017200000,2022-06-12 07:00:00,BTCEUR,26172.75,26340.68,26082.68,26331.2,96.73388,2531373.4018801,4189
1655013600000,2022-06-12 06:00:00,BTCEUR,25946.28,26235.41,25923.48,26173.39,111.31386,2909046.1834797,4324
1655010000000,2022-06-12 05:00:00,BTCEUR,26115.89,26155.51,25890.41,25954.63,169.87266,4420263.6218129,5618
1655006400000,2022-06-12 04:00:00,BTCEUR,26231.46,26334.44,26073.24,26115.88,80.695,2114564.7896143,3079
1655002800000,2022-06-12 03:00:00,BTCEUR,26130.59,26438.53,26001.0,26229.71,84.86899,2223702.8365849,2982
1654999200000,2022-06-12 02:00:00,BTCEUR,26883.58,26981.52,26024.72,26151.83,252.35008,6676355.0569209,7753
1654995600000,2022-06-12 01:00:00,BTCEUR,27137.03,27146.97,26822.19,26884.59,58.48205,1577637.6227998,2999
1654992000000,2022-06-12 00:00:00,BTCEUR,27056.29,27166.96,27003.09,27135.64,56.32981,1526937.1973382,2651
1654988400000,2022-06-11 23:00:00,BTCEUR,27259.29,27262.92,26890.82,27049.36,54.83187,1482839.5918606,1942
1654984800000,2022-06-11 22:00:00,BTCEUR,27187.55,27307.17,27171.49,27259.29,15.9963,435796.0373784,1166
1654981200000,2022-06-11 21:00:00,BTCEUR,27037.95,27234.02,27025.82,27190.5,19.98745,542577.524752,1459
1654977600000,2022-06-11 20:00:00,BTCEUR,27224.28,27242.28,27009.96,27032.52,35.8952,974181.6005338,1932
1654974000000,2022-06-11 19:00:00,BTCEUR,27251.87,27376.63,27219.78,27224.29,39.21819,1070550.5105894,2006
1654970400000,2022-06-11 18:00:00,BTCEUR,27133.07,27399.55,27091.94,27251.87,83.18892,2265170.9036753,2966
1654966800000,2022-06-11 17:00:00,BTCEUR,27111.78,27211.13,27034.87,27135.0,70.2777,1907337.652661,2847
1654963200000,2022-06-11 16:00:00,BTCEUR,27038.24,27158.91,26767.47,27096.77,124.89738,3368980.7085274,4441
1654959600000,2022-06-11 15:00:00,BTCEUR,27063.52,27253.19,26891.32,27039.2,179.04365,4842346.0950044,6015
1654956000000,2022-06-11 14:00:00,BTCEUR,27404.18,27404.23,27029.3,27070.95,80.39016,2187326.3613544,3750
1654952400000,2022-06-11 13:00:00,BTCEUR,27114.52,27480.1,26990.01,27406.44,136.67104,3718943.78626,4883
1654948800000,2022-06-11 12:00:00,BTCEUR,27343.77,27468.46,27114.52,27119.17,109.50001,2992796.3639571,4655
1654945200000,2022-06-11 11:00:00,BTCEUR,27533.6,27572.85,27219.33,27348.71,110.40888,3025335.0882066,5128
1654941600000,2022-06-11 10:00:00,BTCEUR,27671.62,27722.84,27472.37,27533.68,83.91148,2316592.9493105,3796
1654938000000,2022-06-11 09:00:00,BTCEUR,27603.89,27779.31,27376.3,27671.62,135.07293,3728922.7084505,5089
1654934400000,2022-06-11 08:00:00,BTCEUR,27901.74,27924.58,27600.0,27600.01,102.66021,2851139.7930245,4053
1654930800000,2022-06-11 07:00:00,BTCEUR,27889.97,27916.59,27860.01,27901.73,44.86173,1251475.9030007,2340
1654927200000,2022-06-11 06:00:00,BTCEUR,27856.54,27890.23,27835.18,27889.97,32.0664,893625.8999537,1851
1654923600000,2022-06-11 05:00:00,BTCEUR,27941.37,27998.91,27814.73,27851.5,38.97529,1087145.8908964,1856
1654920000000,2022-06-11 04:00:00,BTCEUR,27824.03,27946.12,27809.79,27941.36,26.5959,741371.7042588,1418
1654916400000,2022-06-11 03:00:00,BTCEUR,27819.2,27863.35,27782.86,27824.02,30.82649,857508.4994938,1308
1654912800000,2022-06-11 02:00:00,BTCEUR,27770.49,27862.63,27752.42,27819.2,33.50296,931592.0184592,1545
1654909200000,2022-06-11 01:00:00,BTCEUR,27802.1,27830.18,27753.52,27771.38,27.29146,758362.0203639,1460
1654905600000,2022-06-11 00:00:00,BTCEUR,27664.3,27810.8,27618.54,27802.09,37.62999,1044266.7162207,2093
1654902000000,2022-06-10 23:00:00,BTCEUR,27754.36,27782.64,27619.57,27667.01,27.25347,754964.1329656,1318
1654898400000,2022-06-10 22:00:00,BTCEUR,27767.91,27866.88,27682.07,27749.53,40.34422,1120288.0085652,1726
1654894800000,2022-06-10 21:00:00,BTCEUR,27765.36,27941.17,27721.72,27766.66,22.9919,638473.7940211,1574
1654891200000,2022-06-10 20:00:00,BTCEUR,27544.11,27813.94,27531.74,27769.03,75.14536,2083273.7805124,2852
1654887600000,2022-06-10 19:00:00,BTCEUR,27607.96,27707.68,27513.62,27542.56,85.01481,2345441.9769702,3270
1654884000000,2022-06-10 18:00:00,BTCEUR,27671.11,27702.1,27544.2,27615.51,82.87791,2290094.8099676,3417
1654880400000,2022-06-10 17:00:00,BTCEUR,27607.12,27727.04,27490.02,27672.73,139.59544,3855302.8031461,5387
1654876800000,2022-06-10 16:00:00,BTCEUR,27997.81,28019.58,27447.53,27605.04,279.21228,7721045.6077486,8322
1654873200000,2022-06-10 15:00:00,BTCEUR,28071.39,28128.72,27888.06,28002.35,140.47657,3931338.0272337,5364
1654869600000,2022-06-10 14:00:00,BTCEUR,27917.58,28210.43,27789.17,28072.26,149.92449,4201429.3473128,5840
1654866000000,2022-06-10 13:00:00,BTCEUR,28139.91,28172.9,27778.38,27917.42,218.11428,6103570.0074649,7333
1654862400000,2022-06-10 12:00:00,BTCEUR,28370.15,28513.0,27950.0,28144.85,314.10104,8852287.4947804,8461
1654858800000,2022-06-10 11:00:00,BTCEUR,28308.27,28405.0,28282.63,28369.26,73.31346,2078089.8721936,3705
1654855200000,2022-06-10 10:00:00,BTCEUR,28194.06,28312.23,28171.09,28308.27,93.97506,2654301.5147122,4184
1654851600000,2022-06-10 09:00:00,BTCEUR,28267.28,28342.17,28167.34,28189.07,124.1764,3508882.610653,5064
1654848000000,2022-06-10 08:00:00,BTCEUR,28270.61,28321.08,28236.5,28267.28,97.57977,2759747.940586,3926
1654844400000,2022-06-10 07:00:00,BTCEUR,28298.41,28335.17,28252.24,28273.89,98.27428,2780601.6173507,3847
1654840800000,2022-06-10 06:00:00,BTCEUR,28285.36,28429.0,28274.25,28298.41,95.43478,2703165.6016819,3537
1654837200000,2022-06-10 05:00:00,BTCEUR,28277.45,28361.18,28274.7,28285.36,41.01627,1161444.8398924,2319
1654833600000,2022-06-10 04:00:00,BTCEUR,28293.41,28328.27,28228.63,28280.05,42.90033,1213001.6200605,2142
1654830000000,2022-06-10 03:00:00,BTCEUR,28236.96,28545.31,28233.46,28296.44,100.82428,2860560.7164708,3476
1654826400000,2022-06-10 02:00:00,BTCEUR,28113.83,28255.69,28102.08,28232.77,63.3902,1787970.4574341,2285
1654822800000,2022-06-10 01:00:00,BTCEUR,27997.18,28279.59,27990.01,28116.32,71.18443,2001779.0471576,2892
1654819200000,2022-06-10 00:00:00,BTCEUR,28340.11,28379.66,27862.1,27993.09,201.77249,5659677.6749048,5846
1654815600000,2022-06-09 23:00:00,BTCEUR,28315.08,28354.67,28239.11,28340.11,52.55176,1487234.1592256,2161
1654812000000,2022-06-09 22:00:00,BTCEUR,28372.36,28395.06,28265.89,28305.48,31.34309,887831.6856374,1669
1654808400000,2022-06-09 21:00:00,BTCEUR,28424.93,28489.63,28365.8,28371.28,27.84547,791569.5754441,1793
1654804800000,2022-06-09 20:00:00,BTCEUR,28272.12,28432.71,28236.54,28422.92,78.07075,2213769.6243415,3388
1654801200000,2022-06-09 19:00:00,BTCEUR,28361.45,28402.97,28252.3,28271.55,63.12277,1789708.8360038,3292
1654797600000,2022-06-09 18:00:00,BTCEUR,28503.92,28518.7,28350.0,28360.02,64.47274,1831548.4820058,3418
1654794000000,2022-06-09 17:00:00,BTCEUR,28500.06,28577.85,28401.95,28497.32,85.69228,2441073.8812038,4053
1654790400000,2022-06-09 16:00:00,BTCEUR,28427.6,28503.87,28331.94,28500.97,94.95929,2697816.2350374,3978
1654786800000,2022-06-09 15:00:00,BTCEUR,28274.77,28488.99,28197.53,28429.68,106.9089,3028802.294865,4467
1654783200000,2022-06-09 14:00:00,BTCEUR,28221.61,28400.0,28200.01,28279.65,147.89897,4186869.4826499,5124
1654779600000,2022-06-09 13:00:00,BTCEUR,28052.64,28294.23,28013.01,28225.15,206.43319,5812513.9067565,7315
1654776000000,2022-06-09 12:00:00,BTCEUR,28234.7,28287.21,27914.44,28052.64,275.96068,7741513.9378167,7963
1654772400000,2022-06-09 11:00:00,BTCEUR,28406.94,28425.75,28188.82,28235.48,251.81746,7135679.4355221,6353
1654768800000,2022-06-09 10:00:00,BTCEUR,28514.19,28548.07,28361.78,28402.84,103.19299,2940064.806545,4064
1654765200000,2022-06-09 09:00:00,BTCEUR,28480.95,28646.9,28454.19,28514.76,107.02974,3053910.9358507,4395
1654761600000,2022-06-09 08:00:00,BTCEUR,28486.92,28561.93,28373.76,28484.42,198.66814,5655853.6863837,4844
1654758000000,2022-06-09 07:00:00,BTCEUR,28308.15,28488.41,28295.64,28486.93,100.54661,2853026.9927425,3215
1654754400000,2022-06-09 06:00:00,BTCEUR,28272.15,28336.6,28264.74,28307.14,52.52031,1486114.0275552,1981
1654750800000,2022-06-09 05:00:00,BTCEUR,28209.48,28374.43,28188.78,28273.58,56.69183,1603784.178556,2665
1654747200000,2022-06-09 04:00:00,BTCEUR,28232.56,28241.87,28171.83,28203.53,33.47458,944140.4220319,1555
1654743600000,2022-06-09 03:00:00,BTCEUR,28178.02,28241.88,28161.51,28232.56,39.26768,1107775.7322321,1512
1654740000000,2022-06-09 02:00:00,BTCEUR,28084.05,28216.85,28065.0,28171.43,63.83362,1796299.0613661,1774
1654736400000,2022-06-09 01:00:00,BTCEUR,28212.92,28302.31,28082.27,28082.27,34.22244,965879.1699126,1496
1654732800000,2022-06-09 00:00:00,BTCEUR,28186.36,28259.52,28074.44,28206.79,54.90685,1545912.3729617,2240
1654729200000,2022-06-08 23:00:00,BTCEUR,28282.59,28342.57,28167.71,28184.97,30.83716,870956.5582644,1550
1654725600000,2022-06-08 22:00:00,BTCEUR,28400.01,28422.53,28259.5,28288.02,29.98255,849074.9885545,1423
1654722000000,2022-06-08 21:00:00,BTCEUR,28188.85,28456.0,28185.24,28395.96,35.14067,994513.046021,1665
1654718400000,2022-06-08 20:00:00,BTCEUR,28134.66,28301.98,28103.05,28193.56,57.43676,1619709.3595939,2120
1654714800000,2022-06-08 19:00:00,BTCEUR,28210.47,28276.46,28075.41,28136.03,78.13043,2201586.730574,2947
1654711200000,2022-06-08 18:00:00,BTCEUR,28351.76,28389.01,27935.59,28224.03,123.90565,3487922.0054629,4277
1654707600000,2022-06-08 17:00:00,BTCEUR,28273.87,28403.93,28232.34,28351.75,71.82386,2034491.7627683,2860
1654704000000,2022-06-08 16:00:00,BTCEUR,28385.72,28456.82,28151.07,28273.87,104.20171,2950271.7465221,4291
1654700400000,2022-06-08 15:00:00,BTCEUR,28353.84,28465.66,28313.1,28388.29,114.62955,3255226.8031633,4251
1654696800000,2022-06-08 14:00:00,BTCEUR,28641.81,28662.86,28255.2,28353.84,160.22912,4555910.6822908,5584
1654693200000,2022-06-08 13:00:00,BTCEUR,28099.88,28741.36,28025.01,28634.43,287.85509,8173837.0354353,7204
1654689600000,2022-06-08 12:00:00,BTCEUR,28335.0,28370.83,28053.99,28100.8,139.18304,3927269.3463949,4676
1654686000000,2022-06-08 11:00:00,BTCEUR,28337.62,28432.16,28305.47,28335.0,88.77111,2518149.3021631,3454
1654682400000,2022-06-08 10:00:00,BTCEUR,28534.44,28544.3,28303.07,28337.62,131.7287,3741076.7917462,4381
1654678800000,2022-06-08 09:00:00,BTCEUR,28579.96,28594.92,28429.99,28535.26,159.15101,4536972.3332121,4951
1654675200000,2022-06-08 08:00:00,BTCEUR,28591.53,28643.62,28474.83,28566.26,156.59905,4473772.0155669,4857
1654671600000,2022-06-08 07:00:00,BTCEUR,28568.57,28663.38,28351.74,28584.69,194.27836,5538535.795337,5059
1654668000000,2022-06-08 06:00:00,BTCEUR,28593.92,28713.25,28390.64,28568.57,118.52465,3381652.3517587,3871
1654664400000,2022-06-08 05:00:00,BTCEUR,28321.43,28678.68,28288.48,28587.6,99.03114,2820585.378938,3583
1654660800000,2022-06-08 04:00:00,BTCEUR,28082.47,28438.1,27944.47,28316.98,103.94855,2934628.8711152,3806
1654657200000,2022-06-08 03:00:00,BTCEUR,28948.41,29004.08,27924.27,28077.28,209.53521,5943437.8185018,6546
1654653600000,2022-06-08 02:00:00,BTCEUR,29090.16,29207.06,28941.93,28950.25,54.239,1577207.503287,1864
1654650000000,2022-06-08 01:00:00,BTCEUR,29039.78,29184.81,28719.82,29094.51,137.14526,3974908.63489,4288
1654646400000,2022-06-08 00:00:00,BTCEUR,29077.24,29254.63,29000.02,29037.12,87.25406,2541606.3532752,3404
1654642800000,2022-06-07 23:00:00,BTCEUR,29178.1,29290.0,28858.77,29074.65,128.16164,3725815.4863453,3475
1654639200000,2022-06-07 22:00:00,BTCEUR,29320.85,29400.0,28312.8,29162.46,167.45135,4864814.8550968,5569
1654635600000,2022-06-07 21:00:00,BTCEUR,29287.18,29455.99,29178.25,29316.64,80.82942,2370050.9802572,3094
1654632000000,2022-06-07 20:00:00,BTCEUR,29010.0,29480.0,29010.0,29279.94,258.48574,7567061.6866133,7577
1654628400000,2022-06-07 19:00:00,BTCEUR,28209.72,29328.14,28203.46,29005.97,265.62876,7636418.6796728,8117
1654624800000,2022-06-07 18:00:00,BTCEUR,28008.27,28263.29,27988.3,28209.72,126.72801,3568531.1827261,4435
1654621200000,2022-06-07 17:00:00,BTCEUR,27953.0,28041.3,27916.79,28001.93,103.14222,2885994.684696,3797
1654617600000,2022-06-07 16:00:00,BTCEUR,27988.28,27991.9,27834.03,27954.45,148.06267,4133420.669386,4853
1654614000000,2022-06-07 15:00:00,BTCEUR,28000.04,28095.68,27887.25,27989.17,158.62669,4437345.3464725,5335
1654610400000,2022-06-07 14:00:00,BTCEUR,27706.69,28100.0,27664.45,27993.87,205.25744,5715542.0918703,6409
1654606800000,2022-06-07 13:00:00,BTCEUR,27711.61,27823.56,27638.22,27704.95,152.84623,4241422.2565193,5708
1654603200000,2022-06-07 12:00:00,BTCEUR,27700.0,27739.67,27585.36,27712.68,118.52497,3280788.5624734,4607
1654599600000,2022-06-07 11:00:00,BTCEUR,27727.04,27752.8,27519.65,27700.0,135.08603,3735846.323858,5309
1654596000000,2022-06-07 10:00:00,BTCEUR,27705.21,27780.25,27669.62,27731.31,93.63871,2596692.5874295,3786
1654592400000,2022-06-07 09:00:00,BTCEUR,27770.52,27783.78,27650.02,27705.21,109.84108,3043382.6202907,4224
1654588800000,2022-06-07 08:00:00,BTCEUR,27692.38,27822.34,27664.09,27770.52,117.00612,3243962.93009,4392
1654585200000,2022-06-07 07:00:00,BTCEUR,27636.79,27712.23,27605.6,27692.37,181.12042,5008363.3605597,4909
1654581600000,2022-06-07 06:00:00,BTCEUR,27622.62,27693.15,27594.98,27635.86,96.09042,2656062.1958751,3707
1654578000000,2022-06-07 05:00:00,BTCEUR,27640.6,27762.0,27558.02,27632.15,119.47905,3303534.4935194,4191
1654574400000,2022-06-07 04:00:00,BTCEUR,27677.38,27710.95,27586.49,27640.59,118.74016,3281748.682038,4074
1654570800000,2022-06-07 03:00:00,BTCEUR,27544.4,27775.01,27483.87,27677.38,114.82465,3175285.2467275,4067
1654567200000,2022-06-07 02:00:00,BTCEUR,27693.98,27693.98,27375.1,27544.42,143.61091,3950103.5946469,4483
1654563600000,2022-06-07 01:00:00,BTCEUR,28267.86,28323.85,27516.85,27691.08,165.79821,4633776.7311174,5193
1654560000000,2022-06-07 00:00:00,BTCEUR,29348.64,29362.21,28206.87,28267.49,342.97249,9843149.3045959,8739
1654556400000,2022-06-06 23:00:00,BTCEUR,29356.38,29388.43,29291.16,29348.8,53.75507,1576697.8726642,1734
1654552800000,2022-06-06 22:00:00,BTCEUR,29435.96,29490.24,29337.83,29355.29,24.48396,719910.2733605,1344
1654549200000,2022-06-06 21:00:00,BTCEUR,29414.86,29554.83,29372.18,29447.43,50.30507,1482934.7948215,2592
1654545600000,2022-06-06 20:00:00,BTCEUR,29430.24,29484.64,29241.81,29414.07,73.06785,2146557.9608719,3253
1654542000000,2022-06-06 19:00:00,BTCEUR,29320.78,29436.12,29218.45,29431.08,91.68144,2688272.241056,3458
1654538400000,2022-06-06 18:00:00,BTCEUR,29300.52,29395.32,29202.25,29322.26,86.01563,2520483.0308502,3577
1654534800000,2022-06-06 17:00:00,BTCEUR,29259.21,29329.37,29033.27,29300.51,134.53453,3928478.0124763,4531
1654531200000,2022-06-06 16:00:00,BTCEUR,29480.49,29493.91,29195.13,29261.32,133.6198,3916265.5039775,5120
1654527600000,2022-06-06 15:00:00,BTCEUR,29386.04,29493.92,29089.61,29480.49,198.92832,5830471.5860253,6357
1654524000000,2022-06-06 14:00:00,BTCEUR,29344.2,29676.07,29327.77,29386.39,157.70146,4655049.4355593,5605
1654520400000,2022-06-06 13:00:00,BTCEUR,29287.41,29428.81,29179.57,29342.94,123.77914,3627604.2856792,4686
1654516800000,2022-06-06 12:00:00,BTCEUR,29261.92,29377.31,29235.88,29287.4,74.81693,2192244.3041799,3521
1654513200000,2022-06-06 11:00:00,BTCEUR,29347.77,29441.96,29204.18,29261.91,111.77747,3272767.3952271,4235
1654509600000,2022-06-06 10:00:00,BTCEUR,29288.91,29390.0,29222.18,29347.77,85.58597,2506722.4622893,3506
1654506000000,2022-06-06 09:00:00,BTCEUR,29277.02,29339.61,29201.26,29287.54,77.72568,2273721.0481696,3524
1654502400000,2022-06-06 08:00:00,BTCEUR,29138.9,29275.0,29112.55,29275.0,103.60011,3025381.6906554,3874
1654498800000,2022-06-06 07:00:00,BTCEUR,29145.14,29235.42,29058.31,29131.68,160.96813,4692961.4888813,4769
1654495200000,2022-06-06 06:00:00,BTCEUR,29030.72,29278.42,29030.72,29145.14,92.63462,2698632.9149398,3373
1654491600000,2022-06-06 05:00:00,BTCEUR,29088.43,29131.44,29003.46,29026.39,47.5558,1382681.6271063,1918
1654488000000,2022-06-06 04:00:00,BTCEUR,29131.72,29222.14,29032.79,29088.08,58.21973,1695186.1975886,2491
1654484400000,2022-06-06 03:00:00,BTCEUR,28834.37,29155.12,28834.37,29137.4,78.73039,2282312.5170737,2988
1654480800000,2022-06-06 02:00:00,BTCEUR,28771.66,29022.55,28771.42,28843.2,88.7771,2563831.5064041,3470
1654477200000,2022-06-06 01:00:00,BTCEUR,28265.4,28833.42,28265.4,28749.39,137.08232,3910406.5667428,4891
1654473600000,2022-06-06 00:00:00,BTCEUR,27906.45,28346.89,27871.85,28266.23,77.15273,2166669.4217279,3082
1654470000000,2022-06-05 23:00:00,BTCEUR,27996.41,28032.92,27876.04,27906.45,53.44119,1493026.7969378,2226
1654466400000,2022-06-05 22:00:00,BTCEUR,27975.32,28061.14,27866.62,28003.7,107.89964,3015453.8988462,2591
1654462800000,2022-06-05 21:00:00,BTCEUR,27965.46,27998.22,27830.38,27966.72,38.74969,1081315.6443863,2038
1654459200000,2022-06-05 20:00:00,BTCEUR,28075.02,28145.01,27963.19,27966.86,36.89428,1035356.0669322,2110
1654455600000,2022-06-05 19:00:00,BTCEUR,28018.07,28400.0,27984.54,28072.78,69.87999,1961869.4136522,2317
1654452000000,2022-06-05 18:00:00,BTCEUR,28045.41,28112.83,28002.4,28016.66,40.03228,1122773.1508672,2414
1654448400000,2022-06-05 17:00:00,BTCEUR,27902.94,28147.67,27882.21,28045.4,73.40374,2059514.1721644,3424
1654444800000,2022-06-05 16:00:00,BTCEUR,27994.2,28182.61,27792.14,27901.55,93.39141,2616185.3589322,3749
1654441200000,2022-06-05 15:00:00,BTCEUR,27825.04,27998.23,27805.77,27994.25,46.40593,1294239.860606,2463
1654437600000,2022-06-05 14:00:00,BTCEUR,27703.45,27867.84,27675.28,27828.78,36.60501,1016825.1407155,2231
1654434000000,2022-06-05 13:00:00,BTCEUR,27756.66,27793.52,27686.21,27705.25,22.97746,637649.7859944,1823
1654430400000,2022-06-05 12:00:00,BTCEUR,27758.53,27818.1,27717.25,27756.65,25.1022,696825.7594977,1911
1654426800000,2022-06-05 11:00:00,BTCEUR,27684.16,27779.99,27630.4,27760.18,31.9279,884182.1950292,1850
1654423200000,2022-06-05 10:00:00,BTCEUR,27680.32,27745.52,27644.67,27686.17,28.63376,793299.305144,1987
1654419600000,2022-06-05 09:00:00,BTCEUR,27724.05,27726.49,27584.93,27683.69,33.94661,938999.5793807,2068
1654416000000,2022-06-05 08:00:00,BTCEUR,27687.75,27778.47,27682.95,27724.06,26.50816,735507.1768653,1585
1654412400000,2022-06-05 07:00:00,BTCEUR,27772.05,27845.62,27684.82,27685.63,25.52739,708963.6494973,1523
1654408800000,2022-06-05 06:00:00,BTCEUR,27833.97,27836.4,27770.47,27771.58,16.61361,461973.1019843,1162
1654405200000,2022-06-05 05:00:00,BTCEUR,27761.34,27855.94,27761.34,27832.41,28.71565,799082.1946807,1316
1654401600000,2022-06-05 04:00:00,BTCEUR,27802.79,27811.14,27723.64,27761.65,20.38607,565984.1389724,1064
1654398000000,2022-06-05 03:00:00,BTCEUR,27828.11,27844.63,27777.49,27801.28,22.4226,623532.7876703,1160
1654394400000,2022-06-05 02:00:00,BTCEUR,27721.86,27834.17,27721.86,27827.09,21.3615,593846.6509471,1255
1654390800000,2022-06-05 01:00:00,BTCEUR,27772.66,27781.56,27705.34,27730.88,47.9378,1330169.2339207,2034
1654387200000,2022-06-05 00:00:00,BTCEUR,27890.0,27920.83,27766.97,27779.14,30.01789,836185.4720731,1749
1654383600000,2022-06-04 23:00:00,BTCEUR,27842.19,27894.68,27801.44,27891.11,20.60009,573404.7678862,1373
1654380000000,2022-06-04 22:00:00,BTCEUR,27879.54,27992.57,27825.3,27842.19,15.05308,420067.2012927,1190
1654376400000,2022-06-04 21:00:00,BTCEUR,27787.05,27888.73,27779.51,27876.64,16.78747,466947.4343724,1218
1654372800000,2022-06-04 20:00:00,BTCEUR,27696.12,27792.0,27669.87,27785.93,23.63023,655411.9248437,1377
1654369200000,2022-06-04 19:00:00,BTCEUR,27808.56,27819.02,27684.59,27695.24,27.44274,761218.9803714,1756
1654365600000,2022-06-04 18:00:00,BTCEUR,27749.01,27840.26,27749.01,27808.52,31.54558,877291.8056607,2004
1654362000000,2022-06-04 17:00:00,BTCEUR,27787.42,27795.07,27655.35,27749.0,30.30319,840465.3167846,1954
1654358400000,2022-06-04 16:00:00,BTCEUR,27887.73,27887.73,27783.4,27790.86,34.70861,965852.4661838,2042
1654354800000,2022-06-04 15:00:00,BTCEUR,27816.11,27922.28,27792.53,27891.18,37.91399,1056007.8241603,2128
1654351200000,2022-06-04 14:00:00,BTCEUR,27662.7,28005.0,27557.7,27818.62,90.14781,2502295.2962725,3740
1654347600000,2022-06-04 13:00:00,BTCEUR,27589.75,27704.77,27575.47,27659.89,45.13252,1248294.3033404,2340
1654344000000,2022-06-04 12:00:00,BTCEUR,27728.24,27745.11,27572.96,27589.76,36.14469,999461.2612237,2247
1654340400000,2022-06-04 11:00:00,BTCEUR,27769.29,27785.09,27652.67,27728.24,32.46601,900328.9297364,2040
1654336800000,2022-06-04 10:00:00,BTCEUR,27768.36,27818.56,27740.25,27769.29,33.20111,922225.9957371,2153
1654333200000,2022-06-04 09:00:00,BTCEUR,27789.55,27805.35,27718.19,27768.42,32.26329,895753.9257245,2149
1654329600000,2022-06-04 08:00:00,BTCEUR,27729.26,27836.59,27710.61,27789.9,52.55657,1459832.6456543,2672
1654326000000,2022-06-04 07:00:00,BTCEUR,27711.46,27734.0,27674.67,27729.7,17.6779,489801.2448181,1302
1654322400000,2022-06-04 06:00:00,BTCEUR,27695.81,27731.79,27672.06,27711.29,19.40677,537725.3486009,1617
1654318800000,2022-06-04 05:00:00,BTCEUR,27729.43,27741.3,27672.12,27688.21,26.7319,740465.2691221,1213
1654315200000,2022-06-04 04:00:00,BTCEUR,27587.5,27747.7,27571.81,27727.31,29.17697,807984.1681024,1767
1654311600000,2022-06-04 03:00:00,BTCEUR,27592.1,27663.33,27575.41,27588.23,23.9705,661988.0720186,1204
1654308000000,2022-06-04 02:00:00,BTCEUR,27609.64,27643.34,27525.47,27595.82,27.36053,754113.0330974,1593
1654304400000,2022-06-04 01:00:00,BTCEUR,27739.57,27769.81,27584.04,27611.86,27.77222,767498.1414824,1934
1654300800000,2022-06-04 00:00:00,BTCEUR,27716.41,27777.48,27698.37,27739.56,21.81169,605122.3608108,1514
1654297200000,2022-06-03 23:00:00,BTCEUR,27750.52,27765.44,27667.54,27714.91,21.84027,605229.5261131,1472
1654293600000,2022-06-03 22:00:00,BTCEUR,27814.48,27893.06,27720.72,27750.52,28.77672,800430.8787087,1878
1654290000000,2022-06-03 21:00:00,BTCEUR,27673.65,27874.86,27666.0,27817.35,29.53586,819595.17799,1957
1654286400000,2022-06-03 20:00:00,BTCEUR,27579.82,27739.54,27572.48,27673.43,54.16269,1497373.3207834,2384
1654282800000,2022-06-03 19:00:00,BTCEUR,27566.57,27633.57,27518.14,27581.68,71.59812,1974633.0681173,3039
1654279200000,2022-06-03 18:00:00,BTCEUR,27527.62,27580.95,27490.3,27565.45,58.67322,1616266.9997427,2741
1654275600000,2022-06-03 17:00:00,BTCEUR,27537.77,27655.39,27464.01,27531.13,73.50596,2024494.6539908,3464
