Unix,Date,Symbol,Open,High,Low,Close,Volume MATIC,Volume EUR,tradecount
1713139200000,2024-04-15,MATICEUR,0.6709,0.7078,0.6452,0.6664,602913.0,410522.66177,5289
1713052800000,2024-04-14,MATICEUR,0.6224,0.6781,0.5991,0.6711,1051998.2,682598.34993,10891
1712966400000,2024-04-13,MATICEUR,0.7228,0.7376,0.5668,0.6236,1246989.9,805612.2134,8755
1712880000000,2024-04-12,MATICEUR,0.8191,0.8333,0.6875,0.7235,807671.3,605477.25984,4382
1712793600000,2024-04-11,MATICEUR,0.8221,0.8317,0.8041,0.8189,284463.9,232812.986,2777
1712707200000,2024-04-10,MATICEUR,0.8267,0.8323,0.7869,0.8218,420297.4,341154.7712,3078
1712620800000,2024-04-09,MATICEUR,0.8698,0.8748,0.8242,0.8275,357966.9,304651.49078,2534
1712534400000,2024-04-08,MATICEUR,0.84,0.8724,0.8227,0.8677,359013.2,307078.46231,2574
1712448000000,2024-04-07,MATICEUR,0.8278,0.8534,0.8273,0.8428,245821.2,206790.12533,1831
1712361600000,2024-04-06,MATICEUR,0.8161,0.838,0.8147,0.8289,203389.6,168369.48529,1132
1712275200000,2024-04-05,MATICEUR,0.8366,0.8391,0.7949,0.817,273929.9,223272.5975,2230
1712188800000,2024-04-04,MATICEUR,0.8271,0.8705,0.8057,0.8358,301189.5,250259.12669,2391
1712102400000,2024-04-03,MATICEUR,0.8389,0.8588,0.8107,0.8271,346295.2,289410.25716,2839
1712016000000,2024-04-02,MATICEUR,0.8858,0.886,0.8239,0.8369,526633.4,445205.64205,3756
1711929600000,2024-04-01,MATICEUR,0.9301,0.9341,0.8637,0.8865,384646.4,342552.39115,2716
1711843200000,2024-03-31,MATICEUR,0.9096,0.931,0.9083,0.9307,155543.3,143531.43331,950
1711756800000,2024-03-30,MATICEUR,0.9198,0.9311,0.9053,0.9101,300478.5,276477.37216,2217
1711670400000,2024-03-29,MATICEUR,0.9293,0.9325,0.9071,0.921,275879.3,254061.19868,2482
1711584000000,2024-03-28,MATICEUR,0.9325,0.9529,0.9214,0.9292,508052.0,475347.46565,3744
1711497600000,2024-03-27,MATICEUR,0.9664,1.0061,0.9252,0.9338,649729.9,624312.02649,4795
1711411200000,2024-03-26,MATICEUR,0.9624,0.9937,0.9482,0.9666,357589.5,347431.22033,2959
1711324800000,2024-03-25,MATICEUR,0.9376,0.9795,0.9297,0.9629,347155.8,332342.30104,2962
1711238400000,2024-03-24,MATICEUR,0.9063,0.9399,0.9037,0.9365,212233.9,196579.09257,1619
1711152000000,2024-03-23,MATICEUR,0.9007,0.9293,0.884,0.9067,273567.6,249449.98692,1871
1711065600000,2024-03-22,MATICEUR,0.9161,0.9419,0.8805,0.8991,301862.8,273958.56995,2404
1710979200000,2024-03-21,MATICEUR,0.922,0.9335,0.8939,0.9175,311963.8,285242.91799,2714
1710892800000,2024-03-20,MATICEUR,0.8577,0.932,0.839,0.9238,632239.5,561347.52042,5624
1710806400000,2024-03-19,MATICEUR,0.9478,0.9501,0.8349,0.8597,801417.3,704416.67028,4209
1710720000000,2024-03-18,MATICEUR,0.9968,1.0011,0.93,0.9502,388072.1,371655.52572,1287
1710633600000,2024-03-17,MATICEUR,0.9601,1.0116,0.9255,0.9994,400013.6,391317.25519,2222
1710547200000,2024-03-16,MATICEUR,1.0503,1.0738,0.9419,0.9609,509262.2,514719.2882,2127
1710460800000,2024-03-15,MATICEUR,1.1245,1.131,0.9791,1.0487,830805.9,865238.36342,6529
1710374400000,2024-03-14,MATICEUR,1.1632,1.1721,1.0689,1.1238,710976.9,794548.40467,3678
1710288000000,2024-03-13,MATICEUR,1.0827,1.1779,1.0772,1.1614,773628.2,885759.43339,7098
1710201600000,2024-03-12,MATICEUR,1.1244,1.1284,1.0285,1.0823,735388.3,792517.40521,10841
1710115200000,2024-03-11,MATICEUR,1.1243,1.1313,1.0681,1.1248,691874.2,765076.94969,11626
1710028800000,2024-03-10,MATICEUR,1.0598,1.1422,1.0495,1.124,1024161.7,1131997.63014,8528
1709942400000,2024-03-09,MATICEUR,1.0318,1.0598,1.0247,1.0598,395654.4,411584.96624,3266
1709856000000,2024-03-08,MATICEUR,1.0634,1.0761,1.0,1.0309,671938.8,698794.90865,5704
1709769600000,2024-03-07,MATICEUR,1.0274,1.0765,1.0102,1.0617,875757.5,918011.12483,6642
1709683200000,2024-03-06,MATICEUR,0.9535,1.0272,0.9176,1.0269,1026156.3,1005570.2614,5271
1709596800000,2024-03-05,MATICEUR,1.0492,1.06,0.8379,0.9524,1356256.4,1329832.63291,5637
1709510400000,2024-03-04,MATICEUR,1.0045,1.0596,0.994,1.0544,878338.7,901979.9047,3769
1709424000000,2024-03-03,MATICEUR,1.0113,1.032,0.95,1.0051,591378.5,587597.72366,4303
1709337600000,2024-03-02,MATICEUR,0.9461,1.0154,0.9452,1.0105,862105.7,854441.29417,5297
1709251200000,2024-03-01,MATICEUR,0.922,0.954,0.922,0.9461,418986.6,393844.91983,3469
1709164800000,2024-02-29,MATICEUR,0.9302,0.978,0.9028,0.9209,933791.4,886551.37498,12326
1709078400000,2024-02-28,MATICEUR,0.9473,0.9862,0.8843,0.931,1258286.7,1187291.22209,14623
1708992000000,2024-02-27,MATICEUR,0.9757,0.9926,0.9371,0.9482,513347.0,492653.73368,4035
1708905600000,2024-02-26,MATICEUR,0.9224,0.9874,0.8974,0.9754,1045962.5,995186.29902,6611
1708819200000,2024-02-25,MATICEUR,0.916,0.9273,0.8909,0.922,528814.4,478655.61259,2180
1708732800000,2024-02-24,MATICEUR,0.9124,0.9521,0.901,0.9184,402063.6,373324.91112,1969
1708646400000,2024-02-23,MATICEUR,0.9176,0.93,0.8724,0.9122,774262.6,701466.38399,3746
1708560000000,2024-02-22,MATICEUR,0.8804,0.9811,0.851,0.9177,1285168.6,1171184.73974,7424
1708473600000,2024-02-21,MATICEUR,0.9516,0.9585,0.8407,0.88,865626.8,761381.80558,5729
1708387200000,2024-02-20,MATICEUR,0.9307,0.957,0.872,0.9469,784079.0,718976.84526,5227
1708300800000,2024-02-19,MATICEUR,0.9273,0.9393,0.9061,0.926,607836.0,560936.98165,3645
1708214400000,2024-02-18,MATICEUR,0.8617,0.9284,0.8537,0.9275,438487.8,393181.36674,3216
1708128000000,2024-02-17,MATICEUR,0.8834,0.8906,0.8396,0.8611,431038.4,372253.63625,2697
1708041600000,2024-02-16,MATICEUR,0.8267,0.8882,0.8246,0.8834,762276.8,657420.84827,4938
1707955200000,2024-02-15,MATICEUR,0.8312,0.8448,0.8137,0.8267,394956.7,327807.18445,2695
1707868800000,2024-02-14,MATICEUR,0.7946,0.8343,0.7887,0.8312,469679.2,385568.84595,2692
1707782400000,2024-02-13,MATICEUR,0.8158,0.82,0.7874,0.7989,591744.7,477169.99692,5027
1707696000000,2024-02-12,MATICEUR,0.7716,0.8212,0.7599,0.8158,710814.9,565526.04702,9943
1707609600000,2024-02-11,MATICEUR,0.7859,0.8002,0.7672,0.7719,264067.9,206998.94262,1946
1707523200000,2024-02-10,MATICEUR,0.791,0.8048,0.7749,0.7854,281618.2,221766.57041,1856
1707436800000,2024-02-09,MATICEUR,0.7755,0.7959,0.7724,0.7915,311084.4,243993.06176,1791
1707350400000,2024-02-08,MATICEUR,0.7743,0.7867,0.764,0.7742,255382.9,198503.14842,1394
1707264000000,2024-02-07,MATICEUR,0.7494,0.778,0.731,0.7736,306469.1,231512.3998,1536
1707177600000,2024-02-06,MATICEUR,0.7259,0.7595,0.7235,0.7488,305710.3,226473.61826,1540
1707091200000,2024-02-05,MATICEUR,0.7194,0.7397,0.7092,0.7261,313430.1,228302.77793,1311
1707004800000,2024-02-04,MATICEUR,0.7272,0.731,0.7149,0.7184,144996.7,104934.86421,525
1706918400000,2024-02-03,MATICEUR,0.7405,0.7448,0.7249,0.7279,90476.2,66371.88228,432
1706832000000,2024-02-02,MATICEUR,0.7469,0.7557,0.736,0.74,162959.1,121444.02505,934
1706745600000,2024-02-01,MATICEUR,0.7293,0.7516,0.7089,0.7465,276024.5,201651.55147,1571
1706659200000,2024-01-31,MATICEUR,0.7405,0.7702,0.7208,0.7283,438400.1,327572.87712,2220
1706572800000,2024-01-30,MATICEUR,0.7505,0.7581,0.7345,0.7384,246222.0,183648.2889,1662
1706486400000,2024-01-29,MATICEUR,0.7281,0.7544,0.7164,0.7508,418041.7,307990.04458,2224
1706400000000,2024-01-28,MATICEUR,0.7278,0.7485,0.7216,0.7287,279670.5,205450.46081,1518
1706313600000,2024-01-27,MATICEUR,0.7011,0.7279,0.6972,0.7279,128906.1,91724.93518,823
1706227200000,2024-01-26,MATICEUR,0.6745,0.7029,0.6709,0.7005,249078.4,171614.65306,1727
1706140800000,2024-01-25,MATICEUR,0.6785,0.6786,0.6622,0.676,194227.3,130057.9176,1391
1706054400000,2024-01-24,MATICEUR,0.6687,0.685,0.6598,0.6791,303779.6,203957.28695,1938
1705968000000,2024-01-23,MATICEUR,0.6867,0.7008,0.6372,0.6689,592465.8,390661.59432,4140
1705881600000,2024-01-22,MATICEUR,0.7199,0.7269,0.6724,0.6867,404970.5,282498.47284,2663
1705795200000,2024-01-21,MATICEUR,0.7219,0.742,0.7168,0.7188,212890.8,154915.11633,1068
1705708800000,2024-01-20,MATICEUR,0.6999,0.7239,0.6903,0.7239,306778.0,217356.27315,1634
1705622400000,2024-01-19,MATICEUR,0.7227,0.733,0.6836,0.6997,519785.5,366233.12812,3367
1705536000000,2024-01-18,MATICEUR,0.745,0.7535,0.7116,0.722,425412.4,313222.48356,2706
1705449600000,2024-01-17,MATICEUR,0.7777,0.7852,0.7378,0.7455,420697.8,319955.87819,2531
1705363200000,2024-01-16,MATICEUR,0.7733,0.7866,0.7622,0.7777,372705.7,290472.46429,2082
1705276800000,2024-01-15,MATICEUR,0.7664,0.7935,0.7643,0.772,294699.2,229721.32357,1896
1705190400000,2024-01-14,MATICEUR,0.8081,0.8094,0.7657,0.7667,255730.4,203262.43584,1663
1705104000000,2024-01-13,MATICEUR,0.7908,0.814,0.771,0.8082,305338.3,244126.62449,1845
1705017600000,2024-01-12,MATICEUR,0.8446,0.8629,0.7672,0.7917,515402.7,424461.98143,4417
1704931200000,2024-01-11,MATICEUR,0.8163,0.8756,0.8049,0.8461,839929.3,705825.45992,7155
1704844800000,2024-01-10,MATICEUR,0.7386,0.8328,0.7368,0.82,760040.7,588866.40819,4648
1704758400000,2024-01-09,MATICEUR,0.7685,0.7717,0.7167,0.7388,573807.5,422549.16539,3921
1704672000000,2024-01-08,MATICEUR,0.7331,0.7713,0.6759,0.77,728844.1,527461.36232,5811
1704585600000,2024-01-07,MATICEUR,0.758,0.7751,0.7282,0.7339,246865.3,186906.21812,2045
1704499200000,2024-01-06,MATICEUR,0.7823,0.7823,0.731,0.7598,303687.0,229406.64097,2129
1704412800000,2024-01-05,MATICEUR,0.8094,0.8119,0.7503,0.7815,609930.4,474444.49106,3984
1704326400000,2024-01-04,MATICEUR,0.785,0.8174,0.7699,0.8087,664614.9,528202.35961,3893
1704240000000,2024-01-03,MATICEUR,0.8866,0.92,0.7,0.7847,1448419.8,1164591.79921,11438
1704153600000,2024-01-02,MATICEUR,0.922,0.9374,0.882,0.8868,636087.3,579284.17569,4342
1704067200000,2024-01-01,MATICEUR,0.8823,0.926,0.8698,0.922,397840.5,359332.24603,2964
1703980800000,2023-12-31,MATICEUR,0.8647,0.9177,0.8593,0.8825,370999.9,332954.65478,3307
1703894400000,2023-12-30,MATICEUR,0.8845,0.8974,0.856,0.8651,251304.8,220758.71251,2211
1703808000000,2023-12-29,MATICEUR,0.9078,0.9229,0.8569,0.8846,507607.3,452061.95827,4065
1703721600000,2023-12-28,MATICEUR,0.9344,0.9623,0.8921,0.9078,792999.6,734149.57911,6397
1703635200000,2023-12-27,MATICEUR,0.924,0.9893,0.8945,0.9337,1599228.7,1517914.90335,17090
1703548800000,2023-12-26,MATICEUR,0.8309,0.9341,0.7808,0.9234,1820199.3,1554768.86664,13637
1703462400000,2023-12-25,MATICEUR,0.7771,0.8406,0.766,0.8304,513170.9,416368.88648,4074
1703376000000,2023-12-24,MATICEUR,0.7815,0.8079,0.76,0.7758,577619.4,451168.12881,3795
1703289600000,2023-12-23,MATICEUR,0.7997,0.802,0.7549,0.7842,358234.9,277114.2862,2643
1703203200000,2023-12-22,MATICEUR,0.7411,0.7985,0.7397,0.7985,600400.2,461957.7229,3878
1703116800000,2023-12-21,MATICEUR,0.7094,0.7451,0.7043,0.7423,595021.6,428362.9822,3143
1703030400000,2023-12-20,MATICEUR,0.6977,0.7289,0.6889,0.7086,423517.2,301194.20211,2728
1702944000000,2023-12-19,MATICEUR,0.7301,0.7524,0.685,0.6971,441606.8,316086.9087,3266
1702857600000,2023-12-18,MATICEUR,0.7517,0.758,0.6929,0.7327,430118.1,309280.05565,3279
1702771200000,2023-12-17,MATICEUR,0.7814,0.7825,0.7469,0.7502,216272.5,164870.80868,1712
1702684800000,2023-12-16,MATICEUR,0.77,0.7944,0.7643,0.7802,202207.5,158125.94678,1464
1702598400000,2023-12-15,MATICEUR,0.8039,0.804,0.769,0.7697,253061.7,199279.92988,2016
1702512000000,2023-12-14,MATICEUR,0.8179,0.8265,0.7869,0.805,424711.6,341671.73325,2850
1702425600000,2023-12-13,MATICEUR,0.8208,0.8301,0.7678,0.8173,490006.3,392713.46784,4123
1702339200000,2023-12-12,MATICEUR,0.7831,0.8372,0.7812,0.8198,527585.0,424898.0794,4234
1702252800000,2023-12-11,MATICEUR,0.8587,0.8736,0.755,0.7819,684117.7,545273.94092,5521
1702166400000,2023-12-10,MATICEUR,0.8236,0.8669,0.8175,0.8583,288821.6,243212.02784,2824
1702080000000,2023-12-09,MATICEUR,0.8431,0.8798,0.8152,0.8233,655629.9,557477.40936,6310
1701993600000,2023-12-08,MATICEUR,0.7817,0.8471,0.755,0.8434,899629.8,725913.3861,10229
1701907200000,2023-12-07,MATICEUR,0.762,0.7952,0.753,0.7819,700555.2,541243.6812,5411
1701820800000,2023-12-06,MATICEUR,0.7548,0.7856,0.7427,0.7607,537958.4,413378.97917,4766
1701734400000,2023-12-05,MATICEUR,0.7487,0.7605,0.725,0.754,432587.4,321609.59378,3339
1701648000000,2023-12-04,MATICEUR,0.7479,0.7722,0.7179,0.7484,448345.5,335924.07662,4484
1701561600000,2023-12-03,MATICEUR,0.7504,0.7577,0.7346,0.7478,300923.8,224392.49561,2596
1701475200000,2023-12-02,MATICEUR,0.7357,0.7594,0.733,0.75,425388.7,317100.31356,3788
1701388800000,2023-12-01,MATICEUR,0.7011,0.7359,0.6931,0.7359,343198.2,247332.57793,2989
1701302400000,2023-11-30,MATICEUR,0.6909,0.7155,0.6857,0.7004,377488.0,265579.06095,3149
1701216000000,2023-11-29,MATICEUR,0.6811,0.7029,0.6767,0.6909,253835.3,175286.64535,2368
1701129600000,2023-11-28,MATICEUR,0.6785,0.6907,0.665,0.6807,290583.7,197306.24182,2823
1701043200000,2023-11-27,MATICEUR,0.696,0.7016,0.666,0.6784,303953.7,206739.61716,3087
1700956800000,2023-11-26,MATICEUR,0.7108,0.7169,0.6761,0.6957,336697.1,235703.80399,3085
1700870400000,2023-11-25,MATICEUR,0.693,0.7107,0.693,0.7107,182419.7,128289.5594,2168
1700784000000,2023-11-24,MATICEUR,0.7088,0.7285,0.6896,0.6947,390111.7,277488.67392,4286
1700697600000,2023-11-23,MATICEUR,0.7094,0.7205,0.7021,0.7083,263872.1,187704.46609,2760
1700611200000,2023-11-22,MATICEUR,0.6673,0.7218,0.6663,0.7098,680553.3,474922.62858,4862
1700524800000,2023-11-21,MATICEUR,0.7405,0.7494,0.6607,0.6684,847542.2,594686.73113,8497
1700438400000,2023-11-20,MATICEUR,0.7833,0.7945,0.7378,0.7417,540107.9,414665.02893,4636
1700352000000,2023-11-19,MATICEUR,0.764,0.786,0.7463,0.7821,550118.7,422478.94082,4409
1700265600000,2023-11-18,MATICEUR,0.7606,0.7646,0.714,0.7644,423318.5,314069.47308,3155
1700179200000,2023-11-17,MATICEUR,0.7799,0.8054,0.7261,0.7629,1021857.9,782288.58579,5877
1700092800000,2023-11-16,MATICEUR,0.8484,0.8716,0.7686,0.7795,1378111.9,1137495.6757,7958
1700006400000,2023-11-15,MATICEUR,0.8456,0.8858,0.8171,0.8482,1454602.2,1241663.80814,8786
1699920000000,2023-11-14,MATICEUR,0.8253,0.9192,0.7791,0.8448,2914467.9,2492170.35055,15669
1699833600000,2023-11-13,MATICEUR,0.8412,0.8922,0.801,0.8254,2204476.2,1849233.03715,11844
1699747200000,2023-11-12,MATICEUR,0.7537,0.87,0.7249,0.8416,1397264.5,1120497.62486,7563
1699660800000,2023-11-11,MATICEUR,0.7902,0.7924,0.7467,0.7542,565677.0,433729.50708,3604
1699574400000,2023-11-10,MATICEUR,0.8024,0.8171,0.7638,0.7909,918182.9,721991.71622,5447
1699488000000,2023-11-09,MATICEUR,0.7361,0.808,0.7182,0.8011,1846003.2,1411551.55,10211
1699401600000,2023-11-08,MATICEUR,0.6928,0.7569,0.688,0.7366,1305782.7,948211.30831,6643
1699315200000,2023-11-07,MATICEUR,0.6868,0.698,0.651,0.6933,572024.2,387083.57413,3013
1699228800000,2023-11-06,MATICEUR,0.6459,0.6875,0.6437,0.6875,441755.0,294022.91516,2770
1699142400000,2023-11-05,MATICEUR,0.6323,0.6529,0.6294,0.6464,407717.0,261773.02746,2561
1699056000000,2023-11-04,MATICEUR,0.6272,0.6367,0.6183,0.6326,300682.2,188112.98798,1947
1698969600000,2023-11-03,MATICEUR,0.6225,0.6338,0.6064,0.6273,519743.7,321097.5141,3145
1698883200000,2023-11-02,MATICEUR,0.6343,0.6503,0.6071,0.6236,745300.3,468555.52457,4360
1698796800000,2023-11-01,MATICEUR,0.6026,0.6326,0.5868,0.6326,485696.5,295105.63647,2416
1698710400000,2023-10-31,MATICEUR,0.6128,0.6175,0.5859,0.6022,523340.9,316162.19041,2272
1698624000000,2023-10-30,MATICEUR,0.6068,0.6156,0.595,0.6135,378805.1,229592.63938,1816
1698537600000,2023-10-29,MATICEUR,0.5878,0.6096,0.581,0.6061,260265.3,156400.87384,1368
1698451200000,2023-10-28,MATICEUR,0.5766,0.594,0.5764,0.5886,239403.9,140589.04094,1275
1698364800000,2023-10-27,MATICEUR,0.5988,0.5988,0.5695,0.5771,269898.2,157689.12361,1366
1698278400000,2023-10-26,MATICEUR,0.5959,0.6236,0.5863,0.5991,374865.5,226408.75671,1898
1698192000000,2023-10-25,MATICEUR,0.5893,0.613,0.581,0.5973,453751.7,272222.89164,2564
1698105600000,2023-10-24,MATICEUR,0.5967,0.6267,0.5835,0.5898,567790.0,342210.08291,3430
1698019200000,2023-10-23,MATICEUR,0.5758,0.6072,0.5651,0.5968,767351.3,447098.75663,5185
1697932800000,2023-10-22,MATICEUR,0.5414,0.578,0.5275,0.5759,356600.5,195759.49252,2245
1697846400000,2023-10-21,MATICEUR,0.5064,0.5458,0.5042,0.5411,320507.3,169267.33268,2844
1697760000000,2023-10-20,MATICEUR,0.4891,0.5167,0.4875,0.5067,271588.4,137264.61501,2342
1697673600000,2023-10-19,MATICEUR,0.4849,0.4917,0.478,0.4894,195665.3,95035.46195,1509
1697587200000,2023-10-18,MATICEUR,0.4915,0.4963,0.4848,0.485,133604.2,65423.77604,1251
1697500800000,2023-10-17,MATICEUR,0.5069,0.5072,0.4886,0.4914,127311.6,63148.52795,1039
1697414400000,2023-10-16,MATICEUR,0.4902,0.5152,0.4893,0.5064,209831.8,104923.40334,1874
1697328000000,2023-10-15,MATICEUR,0.4933,0.4959,0.4892,0.4898,108833.7,53537.19275,755
1697241600000,2023-10-14,MATICEUR,0.4902,0.4972,0.4899,0.4931,105136.4,51907.33659,595
1697155200000,2023-10-13,MATICEUR,0.4824,0.4993,0.4822,0.4903,146812.5,71749.28308,827
1697068800000,2023-10-12,MATICEUR,0.4843,0.4867,0.4751,0.4822,188449.7,90637.86969,1136
1696982400000,2023-10-11,MATICEUR,0.4885,0.4932,0.4784,0.485,195152.8,94619.64212,1037
1696896000000,2023-10-10,MATICEUR,0.5003,0.5064,0.4827,0.4885,230277.0,113793.91438,1478
1696809600000,2023-10-09,MATICEUR,0.5314,0.5314,0.4938,0.5008,314337.7,159666.24189,2224
1696723200000,2023-10-08,MATICEUR,0.5328,0.5381,0.5268,0.5318,174437.8,92770.1278,1025
1696636800000,2023-10-07,MATICEUR,0.5338,0.5501,0.5327,0.5332,169342.9,91531.87104,1063
1696550400000,2023-10-06,MATICEUR,0.5178,0.54,0.5176,0.5333,270969.9,143588.39142,1287
1696464000000,2023-10-05,MATICEUR,0.5354,0.5391,0.518,0.5184,278246.4,147510.76348,1470
1696377600000,2023-10-04,MATICEUR,0.5412,0.5719,0.5255,0.5356,932991.2,509327.5502,4262
1696291200000,2023-10-03,MATICEUR,0.5232,0.553,0.5229,0.5413,535297.1,290062.83796,2550
1696204800000,2023-10-02,MATICEUR,0.5392,0.5408,0.519,0.5224,352319.5,187133.00885,1747
1696118400000,2023-10-01,MATICEUR,0.5047,0.5467,0.5045,0.5388,534171.8,280569.81535,2461
1696032000000,2023-09-30,MATICEUR,0.4975,0.5087,0.4966,0.5046,256432.8,128799.81032,1509
1695945600000,2023-09-29,MATICEUR,0.4929,0.4991,0.4894,0.4975,204611.4,101060.62301,975
1695859200000,2023-09-28,MATICEUR,0.4791,0.4962,0.4791,0.4924,281033.6,137109.46177,1652
1695772800000,2023-09-27,MATICEUR,0.4825,0.4897,0.476,0.4794,333849.5,160799.42988,1904
1695686400000,2023-09-26,MATICEUR,0.4908,0.4966,0.479,0.4828,193711.0,94703.27245,1168
1695600000000,2023-09-25,MATICEUR,0.4827,0.4913,0.4768,0.4907,334047.2,162075.35453,2117
1695513600000,2023-09-24,MATICEUR,0.4898,0.4951,0.4806,0.4826,222736.3,108990.36035,1079
1695427200000,2023-09-23,MATICEUR,0.4903,0.4924,0.4882,0.4899,173097.5,84872.28091,1047
1695340800000,2023-09-22,MATICEUR,0.4874,0.4928,0.4839,0.49,264511.1,129436.82251,1612
1695254400000,2023-09-21,MATICEUR,0.5087,0.5116,0.4868,0.488,357127.6,177220.80464,2181
1695168000000,2023-09-20,MATICEUR,0.5111,0.5144,0.501,0.5088,349055.6,176948.92661,1787
1695081600000,2023-09-19,MATICEUR,0.4927,0.5112,0.4913,0.5101,453856.6,228796.73388,2949
1694995200000,2023-09-18,MATICEUR,0.4848,0.5024,0.48,0.493,321014.7,158366.92661,1867
