Unix,Date,Symbol,Open,High,Low,Close,Volume LTC,Volume EUR,tradecount
1715040000000,2024-05-07,LTCEUR,75.12,76.9,74.29,75.15,2974.514,225558.2209,2246
1714953600000,2024-05-06,LTCEUR,75.6,78.26,74.4,75.12,3826.847,291635.7894,2558
1714867200000,2024-05-05,LTCEUR,75.95,75.95,74.76,75.64,2075.388,156649.1786,1850
1714780800000,2024-05-04,LTCEUR,76.13,77.11,75.91,75.94,1312.59,100271.62884,1378
1714694400000,2024-05-03,LTCEUR,74.85,76.81,73.98,76.16,2244.089,169107.53067,1786
1714608000000,2024-05-02,LTCEUR,75.0,75.83,73.57,74.72,2313.34,173237.5405,2066
1714521600000,2024-05-01,LTCEUR,74.5,75.73,70.0,74.94,3675.816,268904.86602,4665
1714435200000,2024-04-30,LTCEUR,78.01,78.88,72.3,74.61,3920.612,293371.23616,2839
1714348800000,2024-04-29,LTCEUR,78.49,80.02,76.41,77.96,3332.253,259103.46361,3338
1714262400000,2024-04-28,LTCEUR,78.63,79.97,78.19,78.5,2327.648,184602.73814,2096
1714176000000,2024-04-27,LTCEUR,82.45,82.71,77.91,78.57,2752.469,219225.62635,2143
1714089600000,2024-04-26,LTCEUR,78.36,82.96,77.6,82.4,4325.027,350219.96092,2960
1714003200000,2024-04-25,LTCEUR,77.74,79.34,76.62,78.21,3591.381,280366.49283,2665
1713916800000,2024-04-24,LTCEUR,79.7,82.15,77.07,77.87,4479.336,358287.56273,3155
1713830400000,2024-04-23,LTCEUR,80.24,80.75,78.82,79.6,1553.047,123525.03557,1392
1713744000000,2024-04-22,LTCEUR,79.13,81.28,78.88,80.27,2557.076,204935.49829,1823
1713657600000,2024-04-21,LTCEUR,79.92,80.63,77.87,79.09,2311.793,183931.70196,2054
1713571200000,2024-04-20,LTCEUR,76.01,81.02,75.55,80.07,2186.024,171974.28566,1512
1713484800000,2024-04-19,LTCEUR,75.86,77.17,71.49,76.03,3330.783,251792.52019,5128
1713398400000,2024-04-18,LTCEUR,75.16,77.36,73.78,76.0,2918.885,221581.77802,2899
1713312000000,2024-04-17,LTCEUR,75.33,75.91,71.86,75.28,3292.9,243571.20434,2815
1713225600000,2024-04-16,LTCEUR,73.57,75.88,71.2,75.3,3993.959,295725.85435,4175
1713139200000,2024-04-15,LTCEUR,75.26,78.03,71.29,73.59,6082.17,455810.16539,6528
1713052800000,2024-04-14,LTCEUR,73.62,76.75,69.8,75.27,12673.275,940289.4678,20282
1712966400000,2024-04-13,LTCEUR,81.33,82.04,68.15,73.95,14912.168,1122503.92659,11247
1712880000000,2024-04-12,LTCEUR,92.27,92.8,75.05,81.31,8751.967,736018.39057,4785
1712793600000,2024-04-11,LTCEUR,89.4,93.15,88.48,91.91,5840.691,530487.95039,4523
1712707200000,2024-04-10,LTCEUR,89.96,90.59,86.24,89.64,4274.262,379916.42806,3112
1712620800000,2024-04-09,LTCEUR,94.64,94.64,88.98,89.95,4366.298,398960.34635,3045
1712534400000,2024-04-08,LTCEUR,93.16,97.97,91.95,94.77,5253.179,501752.78278,3240
1712448000000,2024-04-07,LTCEUR,93.59,97.82,92.6,93.54,4924.74,468901.30594,2481
1712361600000,2024-04-06,LTCEUR,90.42,94.69,89.87,93.75,2913.192,269934.45336,1760
1712275200000,2024-04-05,LTCEUR,90.82,92.57,88.06,90.47,5473.33,497677.10472,3516
1712188800000,2024-04-04,LTCEUR,90.85,96.14,89.0,90.88,8061.731,745577.62853,4928
1712102400000,2024-04-03,LTCEUR,99.38,102.21,89.3,90.96,9003.926,850165.42565,5583
1712016000000,2024-04-02,LTCEUR,92.48,101.34,87.0,99.41,16169.757,1545827.23384,11495
1711929600000,2024-04-01,LTCEUR,97.27,104.59,90.69,92.52,12113.772,1186608.97598,6696
1711843200000,2024-03-31,LTCEUR,95.36,99.0,94.1,97.51,4096.411,394790.81658,2424
1711756800000,2024-03-30,LTCEUR,101.32,101.54,93.77,95.48,6882.362,667318.52084,4027
1711670400000,2024-03-29,LTCEUR,87.18,102.5,86.22,101.33,24245.248,2303881.02896,13402
1711584000000,2024-03-28,LTCEUR,86.6,89.55,86.55,87.27,7467.988,657885.63619,4859
1711497600000,2024-03-27,LTCEUR,88.56,91.53,85.49,86.76,12571.27,1113845.22259,7051
1711411200000,2024-03-26,LTCEUR,83.4,89.66,81.01,88.61,9692.68,833276.23209,6417
1711324800000,2024-03-25,LTCEUR,83.01,85.0,81.96,83.65,7050.838,586690.0063,3490
1711238400000,2024-03-24,LTCEUR,79.2,84.19,79.14,83.07,5439.8,448171.66064,3205
1711152000000,2024-03-23,LTCEUR,77.26,81.06,76.75,79.02,5985.491,476161.19888,2622
1711065600000,2024-03-22,LTCEUR,78.99,79.45,74.59,77.26,5307.851,408733.71607,2685
1710979200000,2024-03-21,LTCEUR,77.6,80.24,76.6,79.02,6450.384,505975.51782,3548
1710892800000,2024-03-20,LTCEUR,72.25,78.17,70.95,77.7,8731.883,658037.85613,4185
1710806400000,2024-03-19,LTCEUR,79.79,80.8,71.04,72.32,7198.05,536158.76557,3189
1710720000000,2024-03-18,LTCEUR,78.82,81.05,74.44,80.03,3437.089,265668.206,2269
1710633600000,2024-03-17,LTCEUR,77.48,79.98,74.27,79.15,3351.72,263235.19467,1910
1710547200000,2024-03-16,LTCEUR,82.46,83.37,75.63,77.43,3502.292,281578.03655,2200
1710460800000,2024-03-15,LTCEUR,86.54,87.68,76.53,82.51,5226.165,425532.99459,3972
1710374400000,2024-03-14,LTCEUR,88.84,89.76,82.49,86.59,7034.865,609740.98216,2641
1710288000000,2024-03-13,LTCEUR,89.15,90.45,86.0,88.92,7892.89,702280.05698,3857
1710201600000,2024-03-12,LTCEUR,94.2,94.39,84.26,89.35,12189.09,1091050.92751,5073
1710115200000,2024-03-11,LTCEUR,80.1,95.97,76.07,94.11,18622.886,1672892.51817,12013
1710028800000,2024-03-10,LTCEUR,83.03,83.16,78.2,80.02,4729.9,381683.12823,2625
1709942400000,2024-03-09,LTCEUR,80.91,83.31,79.57,83.12,4900.236,399120.78476,2997
1709856000000,2024-03-08,LTCEUR,80.7,81.81,76.94,81.01,7881.545,632013.3732,3941
1709769600000,2024-03-07,LTCEUR,78.88,82.0,76.57,80.54,9252.706,738868.28316,4153
1709683200000,2024-03-06,LTCEUR,75.56,80.49,73.81,78.88,11553.237,891876.30359,3594
1709596800000,2024-03-05,LTCEUR,81.92,84.5,64.2,75.7,12374.38,974237.84587,4165
1709510400000,2024-03-04,LTCEUR,83.72,85.44,80.64,81.92,10312.448,856798.64893,2984
1709424000000,2024-03-03,LTCEUR,87.23,87.35,77.45,83.73,6387.234,537054.53271,2292
1709337600000,2024-03-02,LTCEUR,78.19,87.23,78.08,87.22,9221.496,769626.7779,3107
1709251200000,2024-03-01,LTCEUR,73.5,79.2,73.5,78.35,7292.23,565506.42419,2290
1709164800000,2024-02-29,LTCEUR,68.72,78.37,68.14,73.38,15970.619,1196450.69183,8342
1709078400000,2024-02-28,LTCEUR,68.23,71.9,64.24,68.74,15363.232,1056884.82487,9135
1708992000000,2024-02-27,LTCEUR,66.3,70.38,66.3,68.23,9288.196,638519.01941,3978
1708905600000,2024-02-26,LTCEUR,64.7,67.27,63.82,66.27,6236.115,408987.08622,2174
1708819200000,2024-02-25,LTCEUR,65.04,65.23,64.51,64.71,2504.543,162296.1158,1118
1708732800000,2024-02-24,LTCEUR,63.62,65.32,63.57,64.99,2939.666,190479.5885,1347
1708646400000,2024-02-23,LTCEUR,63.72,63.9,62.48,63.62,4191.837,265225.81866,1553
1708560000000,2024-02-22,LTCEUR,63.67,64.49,62.8,63.59,3793.281,242397.6148,1591
1708473600000,2024-02-21,LTCEUR,64.5,64.51,62.39,63.77,3229.369,204542.63708,1430
1708387200000,2024-02-20,LTCEUR,66.25,66.31,62.39,64.47,6400.757,415399.95359,2498
1708300800000,2024-02-19,LTCEUR,65.66,66.61,65.48,66.22,4560.867,301123.12485,1787
1708214400000,2024-02-18,LTCEUR,65.01,66.2,64.86,65.6,3608.635,236255.62992,1499
1708128000000,2024-02-17,LTCEUR,65.61,65.7,63.14,65.03,3231.504,209075.04028,1514
1708041600000,2024-02-16,LTCEUR,64.83,66.01,64.01,65.62,5708.647,371984.58527,2260
1707955200000,2024-02-15,LTCEUR,65.19,65.89,64.16,64.83,6837.596,444954.61286,2590
1707868800000,2024-02-14,LTCEUR,64.45,66.19,64.01,65.19,10004.908,652277.89692,3051
1707782400000,2024-02-13,LTCEUR,67.59,67.88,63.59,64.41,10287.229,670878.16442,3396
1707696000000,2024-02-12,LTCEUR,66.08,68.08,65.25,67.54,5764.112,384474.14892,2333
1707609600000,2024-02-11,LTCEUR,65.54,67.5,65.4,66.11,5932.108,394583.13619,3116
1707523200000,2024-02-10,LTCEUR,65.5,65.96,64.86,65.54,6805.3,444912.71444,2835
1707436800000,2024-02-09,LTCEUR,65.5,66.77,65.01,65.49,9500.858,625202.59412,3632
1707350400000,2024-02-08,LTCEUR,63.7,65.61,63.46,65.51,6090.443,390953.44962,2251
1707264000000,2024-02-07,LTCEUR,63.49,63.91,62.95,63.68,4003.443,253671.97447,1760
1707177600000,2024-02-06,LTCEUR,62.97,63.92,62.83,63.55,2718.108,172170.98596,1456
1707091200000,2024-02-05,LTCEUR,62.14,63.51,61.93,63.0,1910.727,120191.30538,1166
1707004800000,2024-02-04,LTCEUR,63.83,63.89,61.73,62.13,2660.799,167052.78293,1432
1706918400000,2024-02-03,LTCEUR,63.03,64.13,62.92,63.83,1688.136,107065.34576,1151
1706832000000,2024-02-02,LTCEUR,62.17,63.33,61.92,63.04,2165.576,135689.07419,1276
1706745600000,2024-02-01,LTCEUR,61.82,62.72,60.83,62.16,2636.965,162725.26104,1471
1706659200000,2024-01-31,LTCEUR,62.32,64.72,61.2,61.79,5238.773,329626.76606,2525
1706572800000,2024-01-30,LTCEUR,63.08,63.46,62.04,62.3,2946.864,185733.47581,1495
1706486400000,2024-01-29,LTCEUR,62.85,63.55,61.88,63.2,3398.132,213314.54158,1567
1706400000000,2024-01-28,LTCEUR,62.86,63.21,62.18,63.05,2346.597,147129.41165,1129
1706313600000,2024-01-27,LTCEUR,61.9,63.12,61.2,62.92,2677.717,166572.91972,1285
1706227200000,2024-01-26,LTCEUR,60.37,62.21,60.29,61.81,2862.266,175730.81026,1503
1706140800000,2024-01-25,LTCEUR,60.76,60.82,59.62,60.45,3688.893,222292.25312,1835
1706054400000,2024-01-24,LTCEUR,60.38,60.96,59.45,60.8,3608.089,217167.55017,1748
1705968000000,2024-01-23,LTCEUR,61.89,62.73,58.2,60.38,4862.706,292444.80677,2467
1705881600000,2024-01-22,LTCEUR,65.96,66.65,61.27,61.94,6630.474,424137.75343,3347
1705795200000,2024-01-21,LTCEUR,65.62,66.39,64.84,65.79,3491.739,228656.74452,1842
1705708800000,2024-01-20,LTCEUR,65.57,66.79,64.81,65.59,4489.416,294569.84358,2463
1705622400000,2024-01-19,LTCEUR,62.66,65.71,61.58,65.48,4873.522,312062.45012,2664
1705536000000,2024-01-18,LTCEUR,63.84,64.63,60.93,62.51,5879.402,371676.31441,2901
1705449600000,2024-01-17,LTCEUR,63.87,64.35,63.0,63.86,4232.745,269834.41683,2139
1705363200000,2024-01-16,LTCEUR,63.21,64.89,63.0,63.9,7163.622,458699.22385,3413
1705276800000,2024-01-15,LTCEUR,63.84,65.39,62.94,63.2,5300.108,340198.2873,2913
1705190400000,2024-01-14,LTCEUR,66.01,66.29,63.6,63.87,5173.146,337300.19377,2694
1705104000000,2024-01-13,LTCEUR,66.8,67.41,65.08,65.97,5801.32,382342.38345,3151
1705017600000,2024-01-12,LTCEUR,65.55,70.49,64.41,66.74,14281.229,964751.88986,8791
1704931200000,2024-01-11,LTCEUR,63.98,68.21,63.52,65.57,7375.861,485361.71787,4614
1704844800000,2024-01-10,LTCEUR,61.38,65.0,59.56,63.79,8040.36,495891.42756,3718
1704758400000,2024-01-09,LTCEUR,61.8,61.94,59.0,61.38,8207.465,495973.71951,3468
1704672000000,2024-01-08,LTCEUR,58.92,62.53,56.03,61.9,8824.754,524998.60425,3735
1704585600000,2024-01-07,LTCEUR,60.24,60.88,58.42,58.84,4474.614,267728.1282,2031
1704499200000,2024-01-06,LTCEUR,60.53,60.61,58.17,60.21,4028.849,241185.53212,2000
1704412800000,2024-01-05,LTCEUR,60.85,61.09,58.21,60.53,8180.184,490305.77476,3445
1704326400000,2024-01-04,LTCEUR,60.02,61.48,59.28,60.88,7910.3,477795.81907,2866
1704240000000,2024-01-03,LTCEUR,66.82,73.9,53.89,59.99,12972.698,798422.75618,7386
1704153600000,2024-01-02,LTCEUR,67.84,68.86,66.39,66.72,5804.703,393223.52719,3043
1704067200000,2024-01-01,LTCEUR,66.19,67.92,65.56,67.84,4243.356,284141.44208,2080
1703980800000,2023-12-31,LTCEUR,66.55,67.41,64.85,66.19,3282.914,218749.47093,1426
1703894400000,2023-12-30,LTCEUR,66.56,67.23,65.77,66.6,4268.794,284341.15463,2189
1703808000000,2023-12-29,LTCEUR,69.29,70.38,66.2,66.56,7754.72,531069.89,4367
1703721600000,2023-12-28,LTCEUR,68.46,69.92,67.29,69.24,9150.884,627862.16968,4067
1703635200000,2023-12-27,LTCEUR,66.44,70.0,65.5,68.46,8320.987,565989.27395,3856
1703548800000,2023-12-26,LTCEUR,65.82,67.65,64.62,66.44,6917.341,457081.41894,3194
1703462400000,2023-12-25,LTCEUR,65.14,66.52,64.7,65.8,4850.058,319299.85004,2440
1703376000000,2023-12-24,LTCEUR,66.21,66.65,64.2,65.09,6240.204,411366.57404,3240
1703289600000,2023-12-23,LTCEUR,66.96,67.44,64.91,66.24,5572.286,366780.28895,2659
1703203200000,2023-12-22,LTCEUR,64.51,67.13,63.95,67.04,5577.762,363853.30382,2495
1703116800000,2023-12-21,LTCEUR,63.82,64.64,63.01,64.48,6455.493,412441.38111,2517
1703030400000,2023-12-20,LTCEUR,64.43,65.62,63.48,63.87,5690.542,368489.2369,2349
1702944000000,2023-12-19,LTCEUR,64.9,65.48,63.51,64.37,3569.379,230982.81269,1996
1702857600000,2023-12-18,LTCEUR,65.32,65.64,62.38,64.82,3437.442,219737.99339,2002
1702771200000,2023-12-17,LTCEUR,66.23,67.58,65.06,65.38,4751.668,316148.27945,2068
1702684800000,2023-12-16,LTCEUR,65.27,66.65,64.85,66.23,3200.278,211655.40309,1667
1702598400000,2023-12-15,LTCEUR,66.41,66.41,64.88,65.17,4308.927,282748.64443,1826
1702512000000,2023-12-14,LTCEUR,67.36,67.79,65.41,66.4,5878.898,391618.09363,2858
1702425600000,2023-12-13,LTCEUR,67.07,68.21,65.15,67.33,7313.941,489189.24244,4515
1702339200000,2023-12-12,LTCEUR,67.58,68.55,65.83,67.05,7295.022,490120.67872,4184
1702252800000,2023-12-11,LTCEUR,71.78,72.05,65.95,67.61,9390.503,641365.41625,5504
1702166400000,2023-12-10,LTCEUR,71.16,73.52,71.16,71.69,6225.77,450813.04139,4318
1702080000000,2023-12-09,LTCEUR,73.07,74.09,70.0,71.05,6673.099,483453.18937,4715
1701993600000,2023-12-08,LTCEUR,68.67,73.18,65.55,73.09,13806.322,968641.17459,10300
1701907200000,2023-12-07,LTCEUR,67.3,69.18,66.77,68.67,8480.906,578405.34028,5318
1701820800000,2023-12-06,LTCEUR,69.0,69.44,66.96,67.35,9274.663,633862.18655,6043
1701734400000,2023-12-05,LTCEUR,67.35,68.94,65.82,68.89,10649.148,716265.9898,6343
1701648000000,2023-12-04,LTCEUR,66.48,69.08,66.28,67.33,13516.766,914057.82263,7424
1701561600000,2023-12-03,LTCEUR,66.42,66.92,65.6,66.44,5024.863,332496.96799,3345
1701475200000,2023-12-02,LTCEUR,65.84,66.89,65.5,66.45,5491.619,363289.61355,3452
1701388800000,2023-12-01,LTCEUR,63.81,66.44,63.56,65.85,5995.267,392752.16716,3981
1701302400000,2023-11-30,LTCEUR,63.86,63.99,63.36,63.78,4530.231,288624.87321,3617
1701216000000,2023-11-29,LTCEUR,63.47,64.23,63.11,63.86,4529.7,288142.8193,3724
1701129600000,2023-11-28,LTCEUR,63.23,63.9,61.97,63.45,8881.622,560408.62296,5784
1701043200000,2023-11-27,LTCEUR,63.91,64.37,62.07,63.23,6386.461,402657.70513,4837
1700956800000,2023-11-26,LTCEUR,65.47,65.51,62.76,63.91,6632.391,425674.97827,4197
1700870400000,2023-11-25,LTCEUR,64.71,66.05,64.52,65.52,5429.954,353733.81765,3956
1700784000000,2023-11-24,LTCEUR,63.75,65.65,63.73,64.71,7251.325,467339.59152,4938
1700697600000,2023-11-23,LTCEUR,63.22,64.84,62.81,63.73,8511.755,541816.66735,5557
1700611200000,2023-11-22,LTCEUR,60.63,63.56,60.53,63.11,8447.776,526988.75393,5387
1700524800000,2023-11-21,LTCEUR,63.64,65.68,59.8,60.67,13630.627,863344.33187,10490
1700438400000,2023-11-20,LTCEUR,64.73,65.08,62.7,63.59,9914.331,636963.1367,7736
1700352000000,2023-11-19,LTCEUR,64.16,64.84,62.97,64.75,6935.285,443982.26453,5009
1700265600000,2023-11-18,LTCEUR,64.49,64.58,62.01,64.21,8839.889,563830.7087,5529
1700179200000,2023-11-17,LTCEUR,65.47,66.11,62.62,64.55,14948.15,963428.49568,10188
1700092800000,2023-11-16,LTCEUR,68.33,68.6,64.38,65.53,12429.071,828350.61228,9576
1700006400000,2023-11-15,LTCEUR,65.03,68.59,64.95,68.31,11632.446,776037.31151,7875
1699920000000,2023-11-14,LTCEUR,66.46,67.87,62.69,64.98,12004.817,790686.41529,8645
1699833600000,2023-11-13,LTCEUR,70.22,71.32,65.99,66.52,10997.694,752099.69116,8073
1699747200000,2023-11-12,LTCEUR,70.66,72.03,67.88,70.25,9094.345,639524.88177,6035
1699660800000,2023-11-11,LTCEUR,68.74,71.29,66.57,70.66,9200.34,640904.04766,6335
1699574400000,2023-11-10,LTCEUR,69.2,70.81,66.31,68.65,10200.273,697344.36266,6730
1699488000000,2023-11-09,LTCEUR,68.33,71.13,63.73,69.33,13645.645,934912.64935,8641
1699401600000,2023-11-08,LTCEUR,68.71,69.73,67.93,68.29,9473.955,651697.73921,5459
1699315200000,2023-11-07,LTCEUR,69.54,69.72,66.6,68.72,13042.468,891251.26855,9562
1699228800000,2023-11-06,LTCEUR,66.81,69.99,66.01,69.5,11763.415,801019.10673,8602
1699142400000,2023-11-05,LTCEUR,65.93,67.53,65.35,66.84,12921.268,861038.59756,7806
1699056000000,2023-11-04,LTCEUR,64.84,66.13,64.24,65.84,8330.503,540481.66994,5207
1698969600000,2023-11-03,LTCEUR,65.51,65.6,63.71,64.87,11681.139,754176.55752,6842
1698883200000,2023-11-02,LTCEUR,66.26,66.91,63.64,65.5,10878.608,714107.17211,7086
1698796800000,2023-11-01,LTCEUR,65.2,66.71,63.04,66.23,14036.897,909811.49435,7087
1698710400000,2023-10-31,LTCEUR,65.31,66.34,63.96,65.22,10319.729,673338.89001,6339
1698624000000,2023-10-30,LTCEUR,65.31,65.86,64.15,65.31,9554.833,622493.67652,5559
1698537600000,2023-10-29,LTCEUR,64.23,65.73,63.52,65.26,6350.149,411848.7478,3948
1698451200000,2023-10-28,LTCEUR,63.42,64.78,63.4,64.23,8994.507,578792.89201,4992
1698364800000,2023-10-27,LTCEUR,65.16,65.19,62.15,63.45,9665.544,617239.90936,6243
1698278400000,2023-10-26,LTCEUR,65.01,67.04,62.9,65.14,11834.893,774148.0998,7630
1698192000000,2023-10-25,LTCEUR,65.26,66.49,64.03,65.13,9342.435,610028.42268,5805
1698105600000,2023-10-24,LTCEUR,64.71,68.19,63.53,65.31,18315.874,1198549.99074,8172
1698019200000,2023-10-23,LTCEUR,61.7,65.98,61.33,64.71,11854.622,745592.88112,6558
1697932800000,2023-10-22,LTCEUR,61.2,62.67,59.71,61.71,8571.753,524368.57037,5100
1697846400000,2023-10-21,LTCEUR,59.92,61.81,59.88,61.19,5302.289,323290.6217,3773
1697760000000,2023-10-20,LTCEUR,58.45,60.76,58.33,59.92,7574.875,453990.40562,5072
1697673600000,2023-10-19,LTCEUR,57.18,58.48,56.76,58.46,7173.338,415368.05578,4253
1697587200000,2023-10-18,LTCEUR,58.79,59.43,57.04,57.21,5840.6,341375.64797,4001
1697500800000,2023-10-17,LTCEUR,59.97,60.09,58.19,58.75,5785.02,342975.5408,3798
1697414400000,2023-10-16,LTCEUR,58.65,62.95,58.6,59.95,10955.629,660981.55923,5870
1697328000000,2023-10-15,LTCEUR,58.74,59.27,58.49,58.64,5173.702,304040.80535,3570
1697241600000,2023-10-14,LTCEUR,58.63,59.09,58.5,58.74,3529.994,207496.27132,2809
1697155200000,2023-10-13,LTCEUR,58.06,59.15,57.95,58.67,7012.098,409427.88733,4100
1697068800000,2023-10-12,LTCEUR,57.91,58.29,56.95,58.08,6596.54,380866.33088,3956
1696982400000,2023-10-11,LTCEUR,60.06,60.1,57.63,57.99,6760.872,395589.63461,3880
1696896000000,2023-10-10,LTCEUR,59.68,60.27,59.14,60.03,6553.567,391381.50683,4109
1696809600000,2023-10-09,LTCEUR,61.9,61.95,58.47,59.67,7258.756,436461.48353,4504
1696723200000,2023-10-08,LTCEUR,61.99,62.46,61.55,61.93,5841.99,361925.86568,3670
1696636800000,2023-10-07,LTCEUR,61.99,62.7,61.52,61.98,4654.661,288800.98749,3452
1696550400000,2023-10-06,LTCEUR,61.52,62.54,61.42,61.98,6591.482,408198.07708,3997
1696464000000,2023-10-05,LTCEUR,61.34,61.95,60.63,61.52,5753.08,353409.39241,4108
1696377600000,2023-10-04,LTCEUR,62.59,62.62,60.26,61.34,6294.525,385603.50254,4034
1696291200000,2023-10-03,LTCEUR,62.98,63.95,62.43,62.61,5461.619,343922.89798,3782
1696204800000,2023-10-02,LTCEUR,64.58,64.79,62.11,62.97,7848.237,500250.09091,4679
1696118400000,2023-10-01,LTCEUR,62.49,65.19,62.35,64.59,6794.779,431278.40617,3874
1696032000000,2023-09-30,LTCEUR,62.06,63.07,61.87,62.49,4869.451,304195.56436,3405
1695945600000,2023-09-29,LTCEUR,61.82,62.83,61.43,62.04,8424.082,523759.03576,4566
1695859200000,2023-09-28,LTCEUR,60.48,62.03,60.14,61.82,8386.183,512037.25043,4422
1695772800000,2023-09-27,LTCEUR,60.38,62.16,59.92,60.5,8907.879,541654.03262,4919
1695686400000,2023-09-26,LTCEUR,60.79,61.5,59.71,60.38,7692.367,466698.42712,4406
1695600000000,2023-09-25,LTCEUR,59.77,61.42,58.84,60.78,7128.472,431824.30292,4222
1695513600000,2023-09-24,LTCEUR,61.24,61.26,59.48,59.76,5084.339,308416.70727,3503
1695427200000,2023-09-23,LTCEUR,60.58,61.4,60.58,61.24,6991.151,426683.17497,3738
1695340800000,2023-09-22,LTCEUR,60.73,61.91,60.06,60.56,9824.253,598032.44347,5007
1695254400000,2023-09-21,LTCEUR,60.66,61.2,59.17,60.79,9880.072,596525.1922,4799
1695168000000,2023-09-20,LTCEUR,63.09,63.63,59.44,60.69,13990.586,855779.75077,6215
1695081600000,2023-09-19,LTCEUR,61.66,64.07,61.43,63.1,11408.114,719458.61076,5348
1694995200000,2023-09-18,LTCEUR,59.6,63.7,59.03,61.71,14747.836,913237.06719,6304
1694908800000,2023-09-17,LTCEUR,61.37,61.39,58.93,59.62,7622.927,457456.99422,4344
1694822400000,2023-09-16,LTCEUR,61.91,62.96,60.44,61.38,8807.281,540827.37768,4961
1694736000000,2023-09-15,LTCEUR,59.15,62.23,58.87,61.95,12734.989,764958.83923,6508
1694649600000,2023-09-14,LTCEUR,57.85,59.64,57.75,59.16,10574.247,620034.11286,5598
1694563200000,2023-09-13,LTCEUR,55.8,58.48,55.56,57.85,12575.269,718789.71937,6439
1694476800000,2023-09-12,LTCEUR,54.89,57.37,54.7,55.78,12718.768,714052.48165,6985
1694390400000,2023-09-11,LTCEUR,57.15,57.52,53.8,54.88,15581.574,869476.23502,8098
1694304000000,2023-09-10,LTCEUR,59.05,59.05,56.35,57.15,11658.566,669223.03059,5919
1694217600000,2023-09-09,LTCEUR,58.63,59.23,58.5,59.05,6098.421,359032.95751,4410
1694131200000,2023-09-08,LTCEUR,59.59,59.96,57.62,58.63,10391.304,610791.78703,5999
1694044800000,2023-09-07,LTCEUR,58.7,60.28,58.47,59.63,9652.69,569628.82931,5696
1693958400000,2023-09-06,LTCEUR,58.98,59.65,57.4,58.71,9405.803,552167.12191,5199
1693872000000,2023-09-05,LTCEUR,59.15,59.32,58.22,58.98,9821.114,577143.30002,5505
1693785600000,2023-09-04,LTCEUR,59.52,60.47,58.51,59.18,10534.892,625754.98397,5419
1693699200000,2023-09-03,LTCEUR,60.11,60.41,59.1,59.52,8019.895,478796.75353,4549
1693612800000,2023-09-02,LTCEUR,58.67,60.21,58.63,60.12,8852.101,527282.06633,5020
1693526400000,2023-09-01,LTCEUR,59.11,59.49,57.65,58.66,13334.347,784225.7043,7044
1693440000000,2023-08-31,LTCEUR,62.01,63.05,58.52,59.15,13416.951,816833.9809,7379
1693353600000,2023-08-30,LTCEUR,63.48,63.62,61.04,62.0,9929.121,616188.52793,6037
1693267200000,2023-08-29,LTCEUR,60.52,65.37,59.85,63.51,16991.134,1068598.58742,7986
1693180800000,2023-08-28,LTCEUR,60.69,60.73,59.34,60.53,8600.522,517376.09463,4492
1693094400000,2023-08-27,LTCEUR,60.34,61.22,60.21,60.69,5551.538,336463.63574,3466
1693008000000,2023-08-26,LTCEUR,60.51,60.87,60.22,60.38,6299.855,381343.86509,3741
1692921600000,2023-08-25,LTCEUR,60.12,60.63,58.98,60.5,10239.398,614838.97239,5557
1692835200000,2023-08-24,LTCEUR,60.57,60.78,59.21,60.13,9823.622,590374.06062,5031
1692748800000,2023-08-23,LTCEUR,60.0,61.61,59.47,60.56,11724.268,709936.79707,5716
1692662400000,2023-08-22,LTCEUR,61.78,62.09,57.12,59.98,14590.967,881854.48182,7752
1692576000000,2023-08-21,LTCEUR,60.72,62.32,59.62,61.75,17241.812,1054102.63085,9216
1692489600000,2023-08-20,LTCEUR,60.1,61.29,59.84,60.69,9257.785,559064.02768,5211
1692403200000,2023-08-19,LTCEUR,60.09,61.09,59.64,60.13,11333.529,682070.70063,5972
1692316800000,2023-08-18,LTCEUR,60.16,62.49,59.16,60.13,19335.204,1177065.10462,11523
1692230400000,2023-08-17,LTCEUR,68.98,70.23,52.26,60.19,23506.297,1541383.48368,14711
1692144000000,2023-08-16,LTCEUR,73.19,73.47,67.46,69.02,18800.691,1329553.30341,9611
1692057600000,2023-08-15,LTCEUR,76.42,76.42,71.22,73.21,11870.337,884657.47789,6755
1691971200000,2023-08-14,LTCEUR,75.6,77.08,75.19,76.43,7847.153,598468.31889,5406
1691884800000,2023-08-13,LTCEUR,76.84,77.2,74.81,75.61,5516.437,421217.02949,4495
1691798400000,2023-08-12,LTCEUR,77.55,77.96,76.7,76.83,5522.23,427056.21553,4223
1691712000000,2023-08-11,LTCEUR,76.95,77.63,76.48,77.54,6819.905,525176.7296,5119
1691625600000,2023-08-10,LTCEUR,78.21,78.43,76.19,76.94,8142.225,627545.14082,5632
1691539200000,2023-08-09,LTCEUR,77.96,78.35,77.0,78.17,9505.212,738987.12855,5979
1691452800000,2023-08-08,LTCEUR,76.36,79.53,75.69,77.99,12594.921,976239.90848,7227
1691366400000,2023-08-07,LTCEUR,76.12,77.0,73.3,76.37,13199.688,1001756.64854,8226
1691280000000,2023-08-06,LTCEUR,76.65,76.94,75.29,76.12,6615.833,505035.3747,5180
1691193600000,2023-08-05,LTCEUR,75.74,76.85,75.09,76.66,7605.773,578839.15719,5346
1691107200000,2023-08-04,LTCEUR,75.63,76.78,74.25,75.77,19562.22,1486555.83085,9224
